year,round,grid,qualifying_position,driver_standing_pos,driver_points_cum,driver_wins_cum,constructor_standing_pos,constructor_points_cum,constructor_wins_cum,country,positionOrder,points,laps,rank,statusId,podium,position_class,finish_pos_penalty
1976,6,16,,10.0,4.0,0.0,7.0,4.0,0.0,Monaco,15,0.0,39,,5,0,3,15
1976,6,3,,24.0,0.0,0.0,5.0,6.0,0.0,Monaco,16,0.0,26,,3,0,3,16
1976,6,14,,3.0,15.0,1.0,3.0,21.0,1.0,Monaco,17,0.0,24,,5,0,3,17
1976,6,9,,21.0,0.0,0.0,5.0,6.0,0.0,Monaco,18,0.0,9,,22,0,3,18
1976,6,19,,14.0,2.0,0.0,11.0,2.0,0.0,Monaco,19,0.0,1,,4,0,3,19
1976,6,20,,11.0,3.0,0.0,8.0,3.0,0.0,Monaco,20,0.0,0,,3,0,3,20
1976,6,0,,19.0,0.0,0.0,14.0,0.0,0.0,Monaco,21,0.0,0,,81,0,3,20
1976,6,0,,34.0,0.0,0.0,11.0,2.0,0.0,Monaco,22,0.0,0,,81,0,3,20
1976,6,0,,20.0,0.0,0.0,15.0,0.0,0.0,Monaco,23,0.0,0,,81,0,3,20
1976,6,0,,30.0,0.0,0.0,18.0,0.0,0.0,Monaco,24,0.0,0,,81,0,3,20
1976,6,0,,31.0,0.0,0.0,5.0,6.0,0.0,Monaco,25,0.0,0,,81,0,3,20
1976,7,1,,2.0,23.0,1.0,2.0,31.0,1.0,Sweden,1,9.0,72,,1,1,0,1
1976,7,4,,3.0,20.0,0.0,2.0,31.0,1.0,Sweden,2,6.0,72,,1,1,1,2
1976,7,5,,1.0,52.0,4.0,1.0,55.0,5.0,Sweden,3,4.0,72,,1,1,1,3
1976,7,7,,6.0,10.0,0.0,4.0,10.0,0.0,Sweden,4,3.0,72,,1,0,2,4
1976,7,8,,4.0,17.0,1.0,3.0,23.0,1.0,Sweden,5,2.0,72,,1,0,2,5
1976,7,11,,5.0,16.0,1.0,1.0,55.0,5.0,Sweden,6,1.0,72,,1,0,2,6
1976,7,9,,20.0,0.0,0.0,5.0,6.0,0.0,Sweden,7,0.0,72,,1,0,2,7
1976,7,10,,16.0,1.0,0.0,8.0,3.0,0.0,Sweden,8,0.0,72,,1,0,2,8
1976,7,12,,9.0,4.0,0.0,6.0,4.0,0.0,Sweden,9,0.0,71,,11,0,2,9
1976,7,15,,21.0,0.0,0.0,5.0,6.0,0.0,Sweden,10,0.0,71,,11,0,2,10
1976,7,13,,7.0,10.0,0.0,3.0,23.0,1.0,Sweden,11,0.0,71,,11,0,3,11
1976,7,14,,18.0,0.0,0.0,6.0,4.0,0.0,Sweden,12,0.0,71,,11,0,3,12
1976,7,18,,14.0,2.0,0.0,11.0,2.0,0.0,Sweden,13,0.0,71,,11,0,3,13
1976,7,19,,29.0,0.0,0.0,5.0,6.0,0.0,Sweden,14,0.0,70,,5,0,3,14
1976,7,24,,26.0,0.0,0.0,11.0,2.0,0.0,Sweden,15,0.0,70,,12,0,3,15
1976,7,23,,31.0,0.0,0.0,18.0,0.0,0.0,Sweden,16,0.0,54,,20,0,3,16
1976,7,20,,8.0,6.0,0.0,5.0,6.0,0.0,Sweden,17,0.0,52,,5,0,3,17
1976,7,2,,17.0,1.0,0.0,7.0,4.0,0.0,Sweden,18,0.0,45,,5,0,3,18
1976,7,3,,13.0,2.0,0.0,10.0,2.0,0.0,Sweden,19,0.0,38,,3,0,3,19
1976,7,25,,24.0,0.0,0.0,14.0,0.0,0.0,Sweden,20,0.0,20,,5,0,3,20
1976,7,22,,22.0,0.0,0.0,15.0,0.0,0.0,Sweden,21,0.0,18,,5,0,3,20
1976,7,21,,15.0,2.0,0.0,12.0,2.0,0.0,Sweden,22,0.0,10,,64,0,3,20
1976,7,26,,28.0,0.0,0.0,17.0,0.0,0.0,Sweden,23,0.0,5,,3,0,3,20
1976,7,6,,10.0,4.0,0.0,7.0,4.0,0.0,Sweden,24,0.0,2,,3,0,3,20
1976,7,16,,11.0,3.0,0.0,8.0,3.0,0.0,Sweden,25,0.0,2,,5,0,3,20
1976,7,17,,12.0,2.0,0.0,9.0,2.0,0.0,Sweden,26,0.0,0,,3,0,3,20
1976,7,0,,36.0,0.0,0.0,17.0,0.0,0.0,Sweden,27,0.0,0,,81,0,3,20
1976,8,1,,2.0,26.0,2.0,3.0,31.0,2.0,France,1,9.0,54,,1,1,0,1
1976,8,3,,3.0,26.0,0.0,2.0,37.0,1.0,France,2,6.0,54,,1,1,1,2
1976,8,8,,8.0,6.0,0.0,5.0,6.0,0.0,France,3,4.0,54,,1,1,1,3
1976,8,5,,12.0,4.0,0.0,7.0,6.0,0.0,France,4,3.0,54,,1,0,2,4
1976,8,7,,14.0,3.0,0.0,6.0,6.0,0.0,France,5,2.0,54,,1,0,2,5
1976,8,9,,4.0,24.0,1.0,2.0,37.0,1.0,France,6,1.0,54,,1,0,2,6
1976,8,17,,9.0,6.0,0.0,8.0,6.0,0.0,France,7,0.0,54,,1,0,2,7
1976,8,16,,10.0,4.0,0.0,9.0,4.0,0.0,France,8,0.0,54,,1,0,2,8
1976,8,20,,23.0,0.0,0.0,8.0,6.0,0.0,France,9,0.0,54,,1,0,2,9
1976,8,19,,19.0,0.0,0.0,14.0,0.0,0.0,France,10,0.0,53,,11,0,2,10
1976,8,10,,13.0,3.0,0.0,7.0,6.0,0.0,France,11,0.0,53,,11,0,3,11
1976,8,15,,18.0,0.0,0.0,9.0,4.0,0.0,France,12,0.0,53,,11,0,3,12
1976,8,22,,25.0,0.0,0.0,14.0,0.0,0.0,France,13,0.0,53,,11,0,3,13
1976,8,13,,6.0,10.0,0.0,4.0,10.0,0.0,France,14,0.0,53,,11,0,3,14
1976,8,14,,7.0,10.0,0.0,3.0,31.0,2.0,France,15,0.0,53,,11,0,3,15
1976,8,23,,27.0,0.0,0.0,11.0,2.0,0.0,France,16,0.0,53,,11,0,3,16
1976,8,25,,32.0,0.0,0.0,18.0,0.0,0.0,France,17,0.0,53,,11,0,3,17
1976,8,26,,33.0,0.0,0.0,10.0,2.0,0.0,France,18,0.0,53,,11,0,3,18
1976,8,6,,20.0,0.0,0.0,8.0,6.0,0.0,France,19,0.0,51,,69,0,3,19
1976,8,18,,16.0,2.0,0.0,11.0,2.0,0.0,France,20,0.0,44,,22,0,3,20
1976,8,11,,21.0,0.0,0.0,8.0,6.0,0.0,France,21,0.0,28,,51,0,3,20
1976,8,21,,17.0,2.0,0.0,12.0,2.0,0.0,France,22,0.0,21,,51,0,3,20
1976,8,24,,34.0,0.0,0.0,11.0,2.0,0.0,France,23,0.0,19,,22,0,3,20
1976,8,4,,5.0,16.0,1.0,1.0,55.0,5.0,France,24,0.0,17,,5,0,3,20
1976,8,2,,1.0,52.0,4.0,1.0,55.0,5.0,France,25,0.0,8,,5,0,3,20
1976,8,12,,11.0,4.0,0.0,6.0,6.0,0.0,France,26,0.0,8,,6,0,3,20
1976,8,29,,31.0,0.0,0.0,18.0,0.0,0.0,France,27,0.0,4,,24,0,3,20
1976,8,0,,40.0,0.0,0.0,17.0,0.0,0.0,France,28,0.0,0,,81,0,3,20
1976,8,0,,28.0,0.0,0.0,12.0,2.0,0.0,France,29,0.0,0,,81,0,3,20
1976,8,0,,29.0,0.0,0.0,17.0,0.0,0.0,France,30,0.0,0,,81,0,3,20
1976,9,1,,1.0,61.0,5.0,1.0,64.0,6.0,UK,1,9.0,76,,1,1,0,1
1976,9,8,,2.0,30.0,1.0,2.0,43.0,1.0,UK,2,6.0,76,,1,1,1,2
1976,9,11,,6.0,10.0,0.0,4.0,10.0,0.0,UK,3,4.0,75,,11,1,1,3
1976,9,20,,9.0,7.0,0.0,6.0,7.0,0.0,UK,4,3.0,75,,11,0,2,4
1976,9,19,,13.0,4.0,0.0,10.0,4.0,0.0,UK,5,2.0,75,,11,0,2,5
1976,9,21,,16.0,3.0,0.0,11.0,3.0,0.0,UK,6,1.0,74,,12,0,2,6
1976,9,23,,21.0,0.0,0.0,15.0,0.0,0.0,UK,7,0.0,73,,13,0,2,7
1976,9,16,,12.0,4.0,0.0,8.0,6.0,0.0,UK,8,0.0,73,,13,0,2,8
1976,9,24,,18.0,0.0,0.0,6.0,7.0,0.0,UK,9,0.0,70,,16,0,2,9
1976,9,2,,3.0,26.0,2.0,3.0,31.0,2.0,UK,10,0.0,76,,2,0,2,10
1976,9,14,,11.0,4.0,0.0,7.0,6.0,0.0,UK,11,0.0,67,,5,0,3,11
1976,9,7,,20.0,0.0,0.0,9.0,6.0,0.0,UK,12,0.0,60,,69,0,3,12
1976,9,18,,28.0,0.0,0.0,10.0,4.0,0.0,UK,13,0.0,55,,6,0,3,13
1976,9,5,,4.0,26.0,0.0,2.0,43.0,1.0,UK,14,0.0,47,,5,0,3,14
1976,9,15,,14.0,3.0,0.0,8.0,6.0,0.0,UK,15,0.0,46,,51,0,3,15
1976,9,9,,24.0,0.0,0.0,9.0,6.0,0.0,UK,16,0.0,39,,5,0,3,16
1976,9,4,,5.0,16.0,1.0,1.0,64.0,6.0,UK,17,0.0,36,,51,0,3,17
1976,9,13,,7.0,10.0,0.0,5.0,10.0,0.0,UK,18,0.0,31,,22,0,3,18
1976,9,22,,27.0,0.0,0.0,18.0,0.0,0.0,UK,19,0.0,24,,6,0,3,19
1976,9,10,,22.0,0.0,0.0,9.0,6.0,0.0,UK,20,0.0,22,,3,0,3,20
1976,9,26,,34.0,0.0,0.0,10.0,4.0,0.0,UK,21,0.0,16,,69,0,3,20
1976,9,6,,17.0,2.0,0.0,12.0,2.0,0.0,UK,22,0.0,8,,47,0,3,20
1976,9,3,,15.0,3.0,0.0,7.0,6.0,0.0,UK,23,0.0,4,,80,0,3,20
1976,9,12,,8.0,10.0,0.0,3.0,31.0,2.0,UK,24,0.0,1,,8,0,3,20
1976,9,17,,10.0,6.0,0.0,9.0,6.0,0.0,UK,25,0.0,0,,3,0,3,20
1976,9,25,,32.0,0.0,0.0,15.0,0.0,0.0,UK,26,0.0,0,,3,0,3,20
1976,9,0,,19.0,0.0,0.0,14.0,0.0,0.0,UK,27,0.0,0,,81,0,3,20
1976,9,0,,40.0,0.0,0.0,10.0,4.0,0.0,UK,28,0.0,0,,81,0,3,20
1976,9,0,,42.0,0.0,0.0,6.0,7.0,0.0,UK,29,0.0,0,,81,0,3,20
1976,9,0,,31.0,0.0,0.0,18.0,0.0,0.0,UK,30,0.0,0,,81,0,3,20
1976,10,1,,3.0,35.0,3.0,3.0,40.0,3.0,Germany,1,9.0,14,,1,1,0,1
1976,10,8,,2.0,36.0,1.0,2.0,49.0,1.0,Germany,2,6.0,14,,1,1,1,2
1976,10,9,,6.0,14.0,0.0,3.0,40.0,3.0,Germany,3,4.0,14,,1,1,1,3
1976,10,7,,10.0,7.0,0.0,6.0,9.0,0.0,Germany,4,3.0,14,,1,0,2,4
1976,10,16,,11.0,6.0,0.0,7.0,8.0,0.0,Germany,5,2.0,14,,1,0,2,5
1976,10,15,,18.0,1.0,0.0,6.0,9.0,0.0,Germany,6,1.0,14,,1,0,2,6
1976,10,19,,7.0,10.0,0.0,4.0,10.0,0.0,Germany,7,0.0,14,,1,0,2,7
1976,10,18,,9.0,7.0,0.0,8.0,7.0,0.0,Germany,8,0.0,14,,1,0,2,8
1976,10,5,,5.0,16.0,1.0,1.0,64.0,6.0,Germany,9,0.0,14,,1,0,2,9
1976,10,14,,13.0,4.0,0.0,10.0,4.0,0.0,Germany,10,0.0,14,,1,0,2,10
1976,10,23,,19.0,0.0,0.0,8.0,7.0,0.0,Germany,11,0.0,14,,1,0,3,11
1976,10,12,,15.0,3.0,0.0,7.0,8.0,0.0,Germany,12,0.0,14,,1,0,3,12
1976,10,20,,16.0,3.0,0.0,11.0,3.0,0.0,Germany,13,0.0,14,,1,0,3,13
1976,10,26,,33.0,0.0,0.0,2.0,49.0,1.0,Germany,14,0.0,13,,11,0,3,14
1976,10,25,,34.0,0.0,0.0,15.0,0.0,0.0,Germany,15,0.0,13,,11,0,3,15
1976,10,21,,25.0,0.0,0.0,14.0,0.0,0.0,Germany,16,0.0,3,,23,0,3,16
1976,10,13,,23.0,0.0,0.0,9.0,6.0,0.0,Germany,17,0.0,1,,3,0,3,17
1976,10,3,,4.0,26.0,0.0,2.0,49.0,1.0,Germany,18,0.0,0,,3,0,3,18
1976,10,10,,14.0,3.0,0.0,6.0,9.0,0.0,Germany,19,0.0,0,,69,0,3,19
1976,10,11,,21.0,0.0,0.0,9.0,6.0,0.0,Germany,20,0.0,0,,3,0,3,20
1976,10,4,,12.0,6.0,0.0,9.0,6.0,0.0,Germany,21,0.0,0,,8,0,3,20
1976,10,6,,8.0,10.0,0.0,5.0,10.0,0.0,Germany,22,0.0,0,,6,0,3,20
1976,10,17,,17.0,2.0,0.0,12.0,2.0,0.0,Germany,23,0.0,0,,31,0,3,20
1976,10,2,,1.0,61.0,5.0,1.0,64.0,6.0,Germany,24,0.0,0,,3,0,3,20
1976,10,24,,29.0,0.0,0.0,10.0,4.0,0.0,Germany,25,0.0,0,,3,0,3,20
1976,10,22,,22.0,0.0,0.0,15.0,0.0,0.0,Germany,26,0.0,0,,3,0,3,20
1976,10,0,,32.0,0.0,0.0,18.0,0.0,0.0,Germany,27,0.0,0,,81,0,3,20
1976,10,0,,36.0,0.0,0.0,10.0,4.0,0.0,Germany,28,0.0,0,,81,0,3,20
1976,11,2,,5.0,19.0,1.0,4.0,19.0,1.0,Austria,1,9.0,54,,1,1,0,1
1976,11,5,,7.0,16.0,0.0,5.0,16.0,0.0,Austria,2,6.0,54,,1,1,1,2
1976,11,4,,9.0,10.0,0.0,6.0,12.0,0.0,Austria,3,4.0,54,,1,1,1,3
1976,11,1,,2.0,38.0,3.0,3.0,43.0,3.0,Austria,4,3.0,54,,1,0,2,4
1976,11,9,,13.0,5.0,0.0,6.0,12.0,0.0,Austria,5,2.0,54,,1,0,2,5
1976,11,3,,18.0,1.0,0.0,9.0,7.0,0.0,Austria,6,1.0,54,,1,0,2,6
1976,11,12,,8.0,14.0,0.0,3.0,43.0,3.0,Austria,7,0.0,54,,1,0,2,7
1976,11,20,,22.0,0.0,0.0,15.0,0.0,0.0,Austria,8,0.0,53,,11,0,2,8
1976,11,22,,26.0,0.0,0.0,10.0,4.0,0.0,Austria,9,0.0,52,,12,0,2,9
1976,11,16,,29.0,0.0,0.0,10.0,4.0,0.0,Austria,10,0.0,51,,3,0,2,10
1976,11,23,,31.0,0.0,0.0,2.0,49.0,1.0,Austria,11,0.0,51,,13,0,3,11
1976,11,24,,33.0,0.0,0.0,18.0,0.0,0.0,Austria,12,0.0,50,,14,0,3,12
1976,11,19,,37.0,0.0,0.0,12.0,2.0,0.0,Austria,13,0.0,47,,37,0,3,13
1976,11,25,,34.0,0.0,0.0,18.0,0.0,0.0,Austria,14,0.0,44,,62,0,3,14
1976,11,7,,23.0,0.0,0.0,9.0,7.0,0.0,Austria,15,0.0,43,,3,0,3,15
1976,11,17,,16.0,3.0,0.0,11.0,3.0,0.0,Austria,16,0.0,43,,3,0,3,16
1976,11,18,,11.0,7.0,0.0,7.0,9.0,0.0,Austria,17,0.0,40,,3,0,3,17
1976,11,8,,20.0,0.0,0.0,8.0,7.0,0.0,Austria,18,0.0,40,,48,0,3,18
1976,11,15,,14.0,4.0,0.0,10.0,4.0,0.0,Austria,19,0.0,30,,3,0,3,19
1976,11,11,,12.0,6.0,0.0,9.0,7.0,0.0,Austria,20,0.0,26,,69,0,3,20
1976,11,13,,4.0,26.0,0.0,2.0,49.0,1.0,Austria,21,0.0,24,,22,0,3,20
1976,11,21,,25.0,0.0,0.0,14.0,0.0,0.0,Austria,22,0.0,17,,3,0,3,20
1976,11,6,,10.0,7.0,0.0,8.0,7.0,0.0,Austria,23,0.0,14,,23,0,3,20
1976,11,10,,3.0,36.0,1.0,2.0,49.0,1.0,Austria,24,0.0,14,,22,0,3,20
1976,11,14,,15.0,3.0,0.0,7.0,9.0,0.0,Austria,25,0.0,0,,8,0,3,20
1976,12,2,,2.0,47.0,4.0,2.0,52.0,4.0,Netherlands,1,9.0,75,,1,1,0,1
1976,12,5,,5.0,22.0,1.0,1.0,70.0,6.0,Netherlands,2,6.0,75,,1,1,1,2
1976,12,6,,11.0,9.0,0.0,6.0,16.0,0.0,Netherlands,3,4.0,75,,1,1,1,3
1976,12,3,,10.0,10.0,0.0,7.0,10.0,0.0,Netherlands,4,3.0,75,,1,0,2,4
1976,12,8,,3.0,38.0,1.0,3.0,51.0,1.0,Netherlands,5,2.0,75,,1,0,2,5
1976,12,7,,19.0,1.0,0.0,9.0,8.0,0.0,Netherlands,6,1.0,75,,1,0,2,6
1976,12,14,,4.0,26.0,0.0,3.0,51.0,1.0,Netherlands,7,0.0,75,,1,0,2,7
1976,12,16,,14.0,4.0,0.0,10.0,4.0,0.0,Netherlands,8,0.0,74,,11,0,2,8
1976,12,15,,8.0,14.0,0.0,2.0,52.0,4.0,Netherlands,9,0.0,74,,11,0,2,9
1976,12,20,,21.0,0.0,0.0,7.0,10.0,0.0,Netherlands,10,0.0,74,,11,0,2,10
1976,12,22,,25.0,0.0,0.0,10.0,4.0,0.0,Netherlands,11,0.0,74,,11,0,3,11
1976,12,25,,20.0,1.0,0.0,15.0,0.0,0.0,Netherlands,12,0.0,72,,13,0,3,12
1976,12,11,,22.0,0.0,0.0,12.0,2.0,0.0,Netherlands,13,0.0,66,,10,0,3,13
1976,12,21,,38.0,0.0,0.0,4.0,19.0,1.0,Netherlands,14,0.0,63,,86,0,3,14
1976,12,9,,12.0,7.0,0.0,8.0,9.0,0.0,Netherlands,15,0.0,53,,44,0,3,15
1976,12,10,,7.0,16.0,0.0,5.0,16.0,0.0,Netherlands,16,0.0,53,,44,0,3,16
1976,12,1,,18.0,1.0,0.0,9.0,8.0,0.0,Netherlands,17,0.0,52,,51,0,3,17
1976,12,24,,23.0,0.0,0.0,15.0,0.0,0.0,Netherlands,18,0.0,49,,20,0,3,18
1976,12,4,,6.0,19.0,1.0,4.0,19.0,1.0,Netherlands,19,0.0,47,,6,0,3,19
1976,12,19,,24.0,0.0,0.0,16.0,0.0,0.0,Netherlands,20,0.0,44,,3,0,3,20
1976,12,17,,16.0,3.0,0.0,11.0,3.0,0.0,Netherlands,21,0.0,40,,10,0,3,20
1976,12,12,,15.0,3.0,0.0,8.0,9.0,0.0,Netherlands,22,0.0,11,,8,0,3,20
1976,12,13,,9.0,10.0,0.0,6.0,16.0,0.0,Netherlands,23,0.0,10,,3,0,3,20
1976,12,26,,13.0,6.0,0.0,9.0,8.0,0.0,Netherlands,24,0.0,9,,5,0,3,20
1976,12,18,,40.0,0.0,0.0,10.0,4.0,0.0,Netherlands,25,0.0,9,,5,0,3,20
1976,12,23,,26.0,0.0,0.0,14.0,0.0,0.0,Netherlands,26,0.0,5,,3,0,3,20
1976,12,0,,31.0,0.0,0.0,3.0,51.0,1.0,Netherlands,27,0.0,0,,81,0,3,20
1976,13,8,,9.0,10.0,1.0,6.0,17.0,1.0,Italy,1,9.0,52,,1,1,0,1
1976,13,9,,4.0,28.0,1.0,1.0,76.0,6.0,Italy,2,6.0,52,,1,1,1,2
1976,13,1,,6.0,20.0,0.0,4.0,20.0,0.0,Italy,3,4.0,52,,1,1,1,3
1976,13,5,,1.0,64.0,5.0,1.0,76.0,6.0,Italy,4,3.0,52,,1,0,2,4
1976,13,2,,3.0,40.0,1.0,2.0,53.0,1.0,Italy,5,2.0,52,,1,0,2,5
1976,13,4,,5.0,27.0,0.0,2.0,53.0,1.0,Italy,6,1.0,52,,1,0,2,6
1976,13,16,,19.0,1.0,0.0,6.0,17.0,1.0,Italy,7,0.0,52,,1,0,2,7
1976,13,15,,11.0,10.0,0.0,8.0,10.0,0.0,Italy,8,0.0,52,,1,0,2,8
1976,13,7,,16.0,3.0,0.0,1.0,76.0,6.0,Italy,9,0.0,52,,1,0,2,9
1976,13,10,,22.0,0.0,0.0,12.0,2.0,0.0,Italy,10,0.0,52,,1,0,2,10
1976,13,26,,7.0,19.0,1.0,5.0,19.0,1.0,Italy,11,0.0,52,,1,0,3,11
1976,13,18,,15.0,4.0,0.0,10.0,4.0,0.0,Italy,12,0.0,51,,11,0,3,12
1976,13,12,,10.0,10.0,0.0,7.0,16.0,0.0,Italy,13,0.0,51,,11,0,3,13
1976,13,24,,29.0,0.0,0.0,10.0,4.0,0.0,Italy,14,0.0,50,,12,0,3,14
1976,13,20,,17.0,3.0,0.0,11.0,3.0,0.0,Italy,15,0.0,50,,12,0,3,15
1976,13,19,,23.0,0.0,0.0,15.0,0.0,0.0,Italy,16,0.0,49,,86,0,3,16
1976,13,22,,25.0,0.0,0.0,10.0,4.0,0.0,Italy,17,0.0,49,,13,0,3,17
1976,13,21,,31.0,0.0,0.0,2.0,53.0,1.0,Italy,18,0.0,49,,13,0,3,18
1976,13,17,,21.0,0.0,0.0,8.0,10.0,0.0,Italy,19,0.0,47,,15,0,3,19
1976,13,11,,20.0,1.0,0.0,9.0,9.0,0.0,Italy,20,0.0,41,,69,0,3,20
1976,13,6,,14.0,6.0,0.0,6.0,17.0,1.0,Italy,21,0.0,23,,3,0,3,20
1976,13,14,,12.0,9.0,0.0,7.0,16.0,0.0,Italy,22,0.0,23,,3,0,3,20
1976,13,24,,2.0,47.0,4.0,3.0,52.0,4.0,Italy,23,0.0,11,,20,0,3,20
1976,13,13,,24.0,0.0,0.0,16.0,0.0,0.0,Italy,24,0.0,8,,5,0,3,20
1976,13,3,,13.0,7.0,0.0,9.0,9.0,0.0,Italy,25,0.0,4,,5,0,3,20
1976,13,25,,8.0,14.0,0.0,3.0,52.0,4.0,Italy,26,0.0,2,,80,0,3,20
1976,13,0,,35.0,0.0,0.0,15.0,0.0,0.0,Italy,27,0.0,0,,54,0,3,20
1976,13,0,,26.0,0.0,0.0,14.0,0.0,0.0,Italy,28,0.0,0,,54,0,3,20
1976,13,0,,47.0,0.0,0.0,2.0,53.0,1.0,Italy,29,0.0,0,,54,0,3,20
1976,14,1,,2.0,56.0,5.0,2.0,61.0,5.0,Canada,1,9.0,80,,1,1,0,1
1976,14,4,,4.0,33.0,0.0,3.0,59.0,1.0,Canada,2,6.0,80,,1,1,1,2
1976,14,5,,9.0,13.0,0.0,5.0,20.0,0.0,Canada,3,4.0,80,,1,1,1,3
1976,14,7,,3.0,43.0,1.0,3.0,59.0,1.0,Canada,4,3.0,80,,1,0,2,4
1976,14,11,,8.0,16.0,0.0,2.0,61.0,5.0,Canada,5,2.0,80,,1,0,2,5
1976,14,12,,5.0,29.0,1.0,1.0,77.0,6.0,Canada,6,1.0,80,,1,0,2,6
1976,14,10,,13.0,7.0,0.0,9.0,9.0,0.0,Canada,7,0.0,80,,1,0,2,7
1976,14,6,,1.0,64.0,5.0,1.0,77.0,6.0,Canada,8,0.0,80,,1,0,2,8
1976,14,2,,10.0,10.0,1.0,7.0,17.0,1.0,Canada,9,0.0,79,,11,0,2,9
1976,14,14,,7.0,19.0,1.0,6.0,19.0,1.0,Canada,10,0.0,79,,11,0,2,10
1976,14,13,,12.0,10.0,0.0,8.0,10.0,0.0,Canada,11,0.0,79,,11,0,3,11
1976,14,15,,11.0,10.0,0.0,5.0,20.0,0.0,Canada,12,0.0,79,,11,0,3,12
1976,14,16,,22.0,0.0,0.0,12.0,2.0,0.0,Canada,13,0.0,79,,11,0,3,13
1976,14,3,,19.0,1.0,0.0,7.0,17.0,1.0,Canada,14,0.0,79,,11,0,3,14
1976,14,22,,29.0,0.0,0.0,10.0,4.0,0.0,Canada,15,0.0,78,,12,0,3,15
1976,14,20,,15.0,4.0,0.0,10.0,4.0,0.0,Canada,16,0.0,78,,12,0,3,16
1976,14,19,,24.0,0.0,0.0,9.0,9.0,0.0,Canada,17,0.0,78,,12,0,3,17
1976,14,18,,21.0,0.0,0.0,8.0,10.0,0.0,Canada,18,0.0,77,,13,0,3,18
1976,14,21,,25.0,0.0,0.0,10.0,4.0,0.0,Canada,19,0.0,77,,13,0,3,19
1976,14,23,,35.0,0.0,0.0,15.0,0.0,0.0,Canada,20,0.0,75,,15,0,3,20
1976,14,9,,6.0,20.0,0.0,4.0,20.0,0.0,Canada,21,0.0,43,,51,0,3,20
1976,14,17,,17.0,3.0,0.0,11.0,3.0,0.0,Canada,22,0.0,41,,43,0,3,20
1976,14,8,,14.0,6.0,0.0,7.0,17.0,1.0,Canada,23,0.0,36,,64,0,3,20
1976,14,24,,26.0,0.0,0.0,14.0,0.0,0.0,Canada,24,0.0,11,,3,0,3,20
1976,14,0,,23.0,0.0,0.0,15.0,0.0,0.0,Canada,25,0.0,0,,3,0,3,20
1976,14,0,,18.0,2.0,0.0,14.0,0.0,0.0,Canada,26,0.0,0,,3,0,3,20
1976,14,0,,42.0,0.0,0.0,3.0,59.0,1.0,Canada,27,0.0,0,,81,0,3,20
1976,15,1,,2.0,65.0,6.0,2.0,70.0,6.0,USA,1,9.0,59,,1,1,0,1
1976,15,2,,3.0,49.0,1.0,3.0,65.0,1.0,USA,2,6.0,59,,1,1,1,2
1976,15,5,,1.0,68.0,5.0,1.0,81.0,6.0,USA,3,4.0,59,,1,1,1,3
1976,15,17,,8.0,19.0,0.0,2.0,70.0,6.0,USA,4,3.0,59,,1,0,2,4
1976,15,6,,13.0,8.0,0.0,7.0,19.0,1.0,USA,5,2.0,59,,1,0,2,5
1976,15,8,,6.0,20.0,1.0,4.0,20.0,1.0,USA,6,1.0,59,,1,0,2,6
1976,15,14,,5.0,29.0,1.0,1.0,81.0,6.0,USA,7,0.0,58,,11,0,2,7
1976,15,18,,15.0,4.0,0.0,10.0,4.0,0.0,USA,8,0.0,58,,11,0,2,8
1976,15,15,,17.0,3.0,0.0,11.0,3.0,0.0,USA,9,0.0,57,,12,0,2,9
1976,15,16,,21.0,0.0,0.0,8.0,10.0,0.0,USA,10,0.0,57,,12,0,2,10
1976,15,24,,29.0,0.0,0.0,10.0,4.0,0.0,USA,11,0.0,57,,12,0,3,11
1976,15,22,,35.0,0.0,0.0,15.0,0.0,0.0,USA,12,0.0,57,,12,0,3,12
1976,15,21,,23.0,0.0,0.0,15.0,0.0,0.0,USA,13,0.0,54,,15,0,3,13
1976,15,23,,36.0,0.0,0.0,14.0,0.0,0.0,USA,14,0.0,54,,15,0,3,14
1976,15,26,,25.0,0.0,0.0,10.0,4.0,0.0,USA,15,0.0,48,,62,0,3,15
1976,15,9,,12.0,10.0,0.0,8.0,10.0,0.0,USA,16,0.0,45,,5,0,3,16
1976,15,12,,19.0,1.0,0.0,7.0,19.0,1.0,USA,17,0.0,34,,27,0,3,17
1976,15,4,,7.0,20.0,0.0,5.0,20.0,0.0,USA,18,0.0,34,,27,0,3,18
1976,15,10,,14.0,7.0,0.0,9.0,9.0,0.0,USA,19,0.0,31,,4,0,3,19
1976,15,13,,24.0,0.0,0.0,9.0,9.0,0.0,USA,20,0.0,30,,22,0,3,20
1976,15,11,,9.0,13.0,0.0,6.0,20.0,0.0,USA,21,0.0,23,,22,0,3,20
1976,15,19,,22.0,0.0,0.0,12.0,2.0,0.0,USA,22,0.0,14,,3,0,3,20
1976,15,20,,11.0,10.0,0.0,6.0,20.0,0.0,USA,23,0.0,13,,5,0,3,20
1976,15,3,,10.0,10.0,1.0,7.0,19.0,1.0,USA,24,0.0,12,,22,0,3,20
1976,15,25,,26.0,0.0,0.0,14.0,0.0,0.0,USA,25,0.0,9,,3,0,3,20
1976,15,7,,4.0,33.0,0.0,3.0,65.0,1.0,USA,26,0.0,7,,106,0,3,20
1976,15,0,,44.0,0.0,0.0,3.0,65.0,1.0,USA,27,0.0,0,,81,0,3,20
1976,16,1,,6.0,22.0,1.0,4.0,29.0,1.0,Japan,1,9.0,73,,1,1,0,1
