year,round,grid,qualifying_position,driver_standing_pos,driver_points_cum,driver_wins_cum,constructor_standing_pos,constructor_points_cum,constructor_wins_cum,country,positionOrder,points,laps,rank,statusId,podium,position_class,finish_pos_penalty
2008,1,1,1.0,1.0,10.0,1.0,1.0,14.0,1.0,Australia,1,10.0,58,2.0,1,1,0,1
2008,1,5,5.0,2.0,8.0,0.0,3.0,8.0,0.0,Australia,2,8.0,58,3.0,1,1,1,2
2008,1,7,7.0,3.0,6.0,0.0,2.0,9.0,0.0,Australia,3,6.0,58,5.0,1,1,1,3
2008,1,11,12.0,4.0,5.0,0.0,4.0,5.0,0.0,Australia,4,5.0,58,7.0,1,0,2,4
2008,1,3,3.0,5.0,4.0,0.0,1.0,14.0,1.0,Australia,5,4.0,58,1.0,1,0,2,5
2008,1,13,14.0,6.0,3.0,0.0,2.0,9.0,0.0,Australia,6,3.0,57,14.0,11,0,2,6
2008,1,17,18.0,7.0,2.0,0.0,5.0,2.0,0.0,Australia,7,2.0,55,8.0,5,0,2,7
2008,1,15,16.0,8.0,1.0,0.0,6.0,1.0,0.0,Australia,8,1.0,53,4.0,5,0,2,8
2008,1,2,2.0,,,,3.0,8.0,0.0,Australia,9,0.0,47,9.0,4,0,2,9
2008,1,18,9.0,,,,,,,Australia,10,0.0,43,13.0,3,0,2,10
2008,1,19,20.0,,,,,,,Australia,11,0.0,32,15.0,7,0,3,11
2008,1,20,21.0,,,,4.0,5.0,0.0,Australia,12,0.0,30,16.0,8,0,3,12
2008,1,4,4.0,,,,6.0,1.0,0.0,Australia,13,0.0,29,6.0,5,0,3,13
2008,1,8,8.0,,,,,,,Australia,14,0.0,25,11.0,4,0,3,14
2008,1,6,6.0,,,,,,,Australia,15,0.0,19,10.0,10,0,3,15
2008,1,22,19.0,,,,,,,Australia,16,0.0,8,17.0,9,0,3,16
2008,1,14,15.0,,,,,,,Australia,17,0.0,0,,4,0,3,17
2008,1,12,13.0,,,,,,,Australia,18,0.0,0,,4,0,3,18
2008,1,21,22.0,,,,,,,Australia,19,0.0,0,,4,0,3,19
2008,1,9,10.0,,,,5.0,2.0,0.0,Australia,20,0.0,0,,4,0,3,20
2008,1,16,17.0,,,,,,,Australia,21,0.0,0,,4,0,3,20
2008,1,10,11.0,,,,,,,Australia,22,0.0,58,8.0,2,0,3,20
2008,2,2,2.0,2.0,11.0,1.0,3.0,11.0,1.0,Malaysia,1,10.0,56,2.0,1,1,0,1
2008,2,4,6.0,5.0,8.0,0.0,2.0,19.0,0.0,Malaysia,2,8.0,56,6.0,1,1,1,2
2008,2,8,3.0,4.0,10.0,0.0,1.0,24.0,1.0,Malaysia,3,6.0,56,7.0,1,1,1,3
2008,2,3,5.0,8.0,5.0,0.0,6.0,5.0,0.0,Malaysia,4,5.0,56,8.0,1,0,2,4
2008,2,9,4.0,1.0,14.0,1.0,1.0,24.0,1.0,Malaysia,5,4.0,56,3.0,1,0,2,5
2008,2,5,7.0,3.0,11.0,0.0,2.0,19.0,0.0,Malaysia,6,3.0,56,1.0,1,0,2,6
2008,2,6,8.0,11.0,2.0,0.0,7.0,2.0,0.0,Malaysia,7,2.0,56,12.0,1,0,2,7
2008,2,7,9.0,7.0,6.0,0.0,5.0,6.0,0.0,Malaysia,8,1.0,56,10.0,1,0,2,8
2008,2,12,12.0,12.0,0.0,0.0,7.0,2.0,0.0,Malaysia,9,0.0,56,9.0,1,0,2,9
2008,2,11,11.0,13.0,0.0,0.0,9.0,0.0,0.0,Malaysia,10,0.0,56,4.0,1,0,2,10
2008,2,13,13.0,14.0,0.0,0.0,5.0,6.0,0.0,Malaysia,11,0.0,56,15.0,1,0,3,11
2008,2,17,17.0,15.0,0.0,0.0,10.0,0.0,0.0,Malaysia,12,0.0,55,16.0,11,0,3,12
2008,2,14,14.0,16.0,0.0,0.0,9.0,0.0,0.0,Malaysia,13,0.0,55,11.0,11,0,3,13
2008,2,16,16.0,6.0,6.0,0.0,4.0,9.0,0.0,Malaysia,14,0.0,55,13.0,11,0,3,14
2008,2,21,22.0,17.0,0.0,0.0,11.0,0.0,0.0,Malaysia,15,0.0,55,18.0,11,0,3,15
2008,2,19,20.0,18.0,0.0,0.0,11.0,0.0,0.0,Malaysia,16,0.0,54,19.0,12,0,3,16
2008,2,22,18.0,9.0,3.0,0.0,4.0,9.0,0.0,Malaysia,17,0.0,54,17.0,12,0,3,17
2008,2,15,15.0,,,,8.0,2.0,0.0,Malaysia,18,0.0,39,14.0,5,0,3,18
2008,2,1,1.0,,,,3.0,11.0,1.0,Malaysia,19,0.0,30,5.0,20,0,3,19
2008,2,20,21.0,,,,10.0,0.0,0.0,Malaysia,20,0.0,5,20.0,9,0,3,20
2008,2,10,10.0,,,,6.0,5.0,0.0,Malaysia,21,0.0,1,,4,0,3,20
2008,2,18,19.0,10.0,2.0,0.0,8.0,2.0,0.0,Malaysia,22,0.0,0,,20,0,3,20
2008,3,2,2.0,6.0,10.0,1.0,2.0,29.0,2.0,Bahrain,1,10.0,57,3.0,1,1,0,1
2008,3,4,4.0,1.0,19.0,1.0,2.0,29.0,2.0,Bahrain,2,8.0,57,4.0,1,1,1,2
2008,3,1,1.0,4.0,14.0,0.0,1.0,30.0,0.0,Bahrain,3,6.0,57,5.0,1,1,1,3
2008,3,6,6.0,2.0,16.0,0.0,1.0,30.0,0.0,Bahrain,4,5.0,57,2.0,1,0,2,4
2008,3,5,5.0,5.0,14.0,0.0,3.0,28.0,1.0,Bahrain,5,4.0,57,1.0,1,0,2,5
2008,3,7,7.0,7.0,8.0,0.0,5.0,8.0,0.0,Bahrain,6,3.0,57,7.0,1,0,2,6
2008,3,11,11.0,10.0,4.0,0.0,7.0,4.0,0.0,Bahrain,7,2.0,57,8.0,1,0,2,7
2008,3,8,8.0,8.0,7.0,0.0,4.0,10.0,0.0,Bahrain,8,1.0,57,6.0,1,0,2,8
2008,3,13,13.0,14.0,0.0,0.0,5.0,8.0,0.0,Bahrain,9,0.0,57,9.0,1,0,2,9
2008,3,10,10.0,9.0,6.0,0.0,6.0,6.0,0.0,Bahrain,10,0.0,57,13.0,1,0,2,10
2008,3,12,12.0,16.0,0.0,0.0,9.0,0.0,0.0,Bahrain,11,0.0,57,10.0,1,0,3,11
2008,3,18,18.0,18.0,0.0,0.0,10.0,0.0,0.0,Bahrain,12,0.0,56,11.0,11,0,3,12
2008,3,3,3.0,3.0,14.0,1.0,3.0,28.0,1.0,Bahrain,13,0.0,56,19.0,11,0,3,13
2008,3,16,16.0,11.0,3.0,0.0,4.0,10.0,0.0,Bahrain,14,0.0,56,17.0,11,0,3,14
2008,3,15,15.0,12.0,2.0,0.0,8.0,2.0,0.0,Bahrain,15,0.0,56,15.0,11,0,3,15
2008,3,21,21.0,19.0,0.0,0.0,11.0,0.0,0.0,Bahrain,16,0.0,56,14.0,11,0,3,16
2008,3,22,22.0,20.0,0.0,0.0,11.0,0.0,0.0,Bahrain,17,0.0,56,20.0,11,0,3,17
2008,3,17,17.0,13.0,0.0,0.0,7.0,4.0,0.0,Bahrain,18,0.0,56,16.0,11,0,3,18
2008,3,20,20.0,21.0,0.0,0.0,10.0,0.0,0.0,Bahrain,19,0.0,56,18.0,12,0,3,19
2008,3,14,14.0,17.0,0.0,0.0,6.0,6.0,0.0,Bahrain,20,0.0,40,12.0,6,0,3,20
2008,3,9,9.0,15.0,0.0,0.0,9.0,0.0,0.0,Bahrain,21,0.0,19,21.0,4,0,3,20
2008,3,19,19.0,,,,8.0,2.0,0.0,Bahrain,22,0.0,0,,5,0,3,20
2008,4,1,1.0,1.0,29.0,2.0,1.0,47.0,3.0,Spain,1,10.0,66,1.0,1,1,0,1
2008,4,3,3.0,4.0,18.0,1.0,1.0,47.0,3.0,Spain,2,8.0,66,2.0,1,1,1,2
2008,4,5,5.0,2.0,20.0,1.0,3.0,34.0,1.0,Spain,3,6.0,66,3.0,1,1,1,3
2008,4,4,4.0,3.0,19.0,0.0,2.0,35.0,0.0,Spain,4,5.0,66,4.0,1,0,2,4
2008,4,7,7.0,8.0,8.0,0.0,6.0,8.0,0.0,Spain,5,4.0,66,8.0,1,0,2,5
2008,4,13,13.0,12.0,3.0,0.0,8.0,3.0,0.0,Spain,6,3.0,66,5.0,1,0,2,6
2008,4,12,12.0,11.0,5.0,0.0,4.0,12.0,0.0,Spain,7,2.0,66,15.0,1,0,2,7
2008,4,8,8.0,7.0,9.0,0.0,5.0,9.0,0.0,Spain,8,1.0,66,10.0,1,0,2,8
2008,4,9,9.0,5.0,16.0,0.0,2.0,35.0,0.0,Spain,9,0.0,66,7.0,1,0,2,9
2008,4,19,19.0,16.0,0.0,0.0,10.0,0.0,0.0,Spain,10,0.0,65,14.0,11,0,2,10
2008,4,14,14.0,14.0,0.0,0.0,5.0,9.0,0.0,Spain,11,0.0,65,12.0,11,0,3,11
2008,4,17,17.0,15.0,0.0,0.0,6.0,8.0,0.0,Spain,12,0.0,65,11.0,11,0,3,12
2008,4,22,22.0,19.0,0.0,0.0,11.0,0.0,0.0,Spain,13,0.0,65,17.0,11,0,3,13
2008,4,15,15.0,9.0,7.0,0.0,4.0,12.0,0.0,Spain,14,0.0,41,13.0,5,0,3,14
2008,4,2,2.0,10.0,6.0,0.0,7.0,6.0,0.0,Spain,15,0.0,34,9.0,5,0,3,15
2008,4,11,11.0,17.0,0.0,0.0,8.0,3.0,0.0,Spain,16,0.0,34,16.0,4,0,3,16
2008,4,6,6.0,6.0,14.0,0.0,3.0,34.0,1.0,Spain,17,0.0,21,6.0,3,0,3,17
2008,4,21,21.0,20.0,0.0,0.0,11.0,0.0,0.0,Spain,18,0.0,8,20.0,21,0,3,18
2008,4,16,16.0,13.0,2.0,0.0,9.0,2.0,0.0,Spain,19,0.0,7,19.0,4,0,3,19
2008,4,10,10.0,18.0,0.0,0.0,7.0,6.0,0.0,Spain,20,0.0,6,18.0,4,0,3,20
2008,4,20,20.0,21.0,0.0,0.0,10.0,0.0,0.0,Spain,21,0.0,0,,4,0,3,20
2008,4,18,18.0,,,,9.0,2.0,0.0,Spain,22,0.0,0,,4,0,3,20
2008,5,1,1.0,2.0,28.0,2.0,1.0,63.0,4.0,Turkey,1,10.0,58,3.0,1,1,0,1
2008,5,3,3.0,3.0,28.0,1.0,3.0,42.0,1.0,Turkey,2,8.0,58,2.0,1,1,1,2
2008,5,4,4.0,1.0,35.0,2.0,1.0,63.0,4.0,Turkey,3,6.0,58,1.0,1,1,1,3
2008,5,5,5.0,4.0,24.0,0.0,2.0,44.0,0.0,Turkey,4,5.0,58,4.0,1,0,2,4
2008,5,9,9.0,5.0,20.0,0.0,2.0,44.0,0.0,Turkey,5,4.0,58,5.0,1,0,2,5
2008,5,7,7.0,8.0,9.0,0.0,7.0,9.0,0.0,Turkey,6,3.0,58,6.0,1,0,2,6
2008,5,6,6.0,7.0,10.0,0.0,5.0,10.0,0.0,Turkey,7,2.0,58,7.0,1,0,2,7
2008,5,11,11.0,10.0,8.0,0.0,4.0,13.0,0.0,Turkey,8,1.0,58,9.0,1,0,2,8
2008,5,10,10.0,14.0,0.0,0.0,5.0,10.0,0.0,Turkey,9,0.0,58,12.0,1,0,2,9
2008,5,8,8.0,9.0,9.0,0.0,6.0,9.0,0.0,Turkey,10,0.0,58,11.0,1,0,2,10
2008,5,13,13.0,12.0,3.0,0.0,8.0,3.0,0.0,Turkey,11,0.0,57,13.0,11,0,3,11
2008,5,2,2.0,6.0,14.0,0.0,3.0,42.0,1.0,Turkey,12,0.0,57,8.0,11,0,3,12
2008,5,15,15.0,15.0,0.0,0.0,6.0,9.0,0.0,Turkey,13,0.0,57,16.0,11,0,3,13
2008,5,12,12.0,17.0,0.0,0.0,8.0,3.0,0.0,Turkey,14,0.0,57,14.0,11,0,3,14
2008,5,17,17.0,18.0,0.0,0.0,7.0,9.0,0.0,Turkey,15,0.0,57,10.0,11,0,3,15
2008,5,19,20.0,21.0,0.0,0.0,10.0,0.0,0.0,Turkey,16,0.0,57,18.0,11,0,3,16
2008,5,14,14.0,22.0,0.0,0.0,9.0,2.0,0.0,Turkey,17,0.0,57,15.0,11,0,3,17
2008,5,18,18.0,13.0,2.0,0.0,9.0,2.0,0.0,Turkey,18,0.0,24,17.0,22,0,3,18
2008,5,16,16.0,11.0,5.0,0.0,4.0,13.0,0.0,Turkey,19,0.0,1,,4,0,3,19
2008,5,20,19.0,16.0,0.0,0.0,10.0,0.0,0.0,Turkey,20,0.0,0,,4,0,3,20
2008,6,3,3.0,1.0,38.0,2.0,2.0,53.0,2.0,Monaco,1,10.0,76,6.0,1,1,0,1
2008,6,5,5.0,4.0,32.0,0.0,3.0,52.0,0.0,Monaco,2,8.0,76,5.0,1,1,1,2
2008,6,1,1.0,3.0,34.0,2.0,1.0,69.0,4.0,Monaco,3,6.0,76,4.0,1,1,1,3
2008,6,9,9.0,7.0,15.0,0.0,5.0,15.0,0.0,Monaco,4,5.0,76,8.0,1,0,2,4
2008,6,19,18.0,12.0,4.0,0.0,8.0,6.0,0.0,Monaco,5,4.0,76,7.0,1,0,2,5
2008,6,14,15.0,14.0,3.0,0.0,9.0,6.0,0.0,Monaco,6,3.0,76,9.0,1,0,2,6
2008,6,13,14.0,11.0,7.0,0.0,4.0,15.0,0.0,Monaco,7,2.0,76,13.0,1,0,2,7
2008,6,4,4.0,6.0,15.0,0.0,2.0,53.0,2.0,Monaco,8,1.0,76,2.0,1,0,2,8
2008,6,2,2.0,2.0,35.0,2.0,1.0,69.0,4.0,Monaco,9,0.0,76,1.0,1,0,2,9
2008,6,7,7.0,8.0,9.0,0.0,7.0,9.0,0.0,Monaco,10,0.0,75,3.0,11,0,2,10
2008,6,11,12.0,13.0,3.0,0.0,9.0,6.0,0.0,Monaco,11,0.0,75,10.0,11,0,3,11
2008,6,10,11.0,17.0,0.0,0.0,6.0,9.0,0.0,Monaco,12,0.0,75,11.0,11,0,3,12
2008,6,8,8.0,9.0,9.0,0.0,6.0,9.0,0.0,Monaco,13,0.0,75,12.0,11,0,3,13
2008,6,12,13.0,5.0,20.0,0.0,3.0,52.0,0.0,Monaco,14,0.0,72,14.0,14,0,3,14
2008,6,18,19.0,22.0,0.0,0.0,10.0,0.0,0.0,Monaco,15,0.0,67,16.0,4,0,3,15
2008,6,6,6.0,10.0,8.0,0.0,4.0,15.0,0.0,Monaco,16,0.0,59,15.0,3,0,3,16
2008,6,17,17.0,19.0,0.0,0.0,7.0,9.0,0.0,Monaco,17,0.0,47,17.0,3,0,3,17
2008,6,20,20.0,18.0,0.0,0.0,10.0,0.0,0.0,Monaco,18,0.0,36,18.0,6,0,3,18
2008,6,15,10.0,16.0,0.0,0.0,5.0,15.0,0.0,Monaco,19,0.0,7,20.0,3,0,3,19
2008,6,16,16.0,15.0,2.0,0.0,8.0,6.0,0.0,Monaco,20,0.0,7,19.0,4,0,3,20
2008,7,2,2.0,1.0,42.0,1.0,2.0,70.0,1.0,Canada,1,10.0,70,4.0,1,1,0,1
2008,7,8,8.0,5.0,28.0,0.0,2.0,70.0,1.0,Canada,2,8.0,70,2.0,1,1,1,2
2008,7,13,13.0,12.0,6.0,0.0,4.0,21.0,0.0,Canada,3,6.0,70,7.0,1,1,1,3
2008,7,11,11.0,13.0,5.0,0.0,5.0,17.0,0.0,Canada,4,5.0,70,17.0,1,0,2,4
2008,7,6,6.0,3.0,38.0,2.0,1.0,73.0,4.0,Canada,5,4.0,70,6.0,1,0,2,5
2008,7,14,14.0,8.0,12.0,0.0,5.0,17.0,0.0,Canada,6,3.0,70,15.0,1,0,2,6
2008,7,9,9.0,15.0,5.0,0.0,8.0,8.0,0.0,Canada,7,2.0,70,10.0,1,0,2,7
2008,7,19,20.0,14.0,5.0,0.0,9.0,7.0,0.0,Canada,8,1.0,70,12.0,1,0,2,8
2008,7,7,7.0,6.0,15.0,0.0,3.0,53.0,2.0,Canada,9,0.0,70,11.0,1,0,2,9
2008,7,5,5.0,10.0,8.0,0.0,6.0,15.0,0.0,Canada,10,0.0,70,5.0,1,0,2,10
2008,7,20,19.0,16.0,3.0,0.0,8.0,8.0,0.0,Canada,11,0.0,70,19.0,1,0,3,11
2008,7,10,10.0,7.0,15.0,0.0,4.0,21.0,0.0,Canada,12,0.0,70,8.0,1,0,3,12
2008,7,18,16.0,17.0,2.0,0.0,9.0,7.0,0.0,Canada,13,0.0,69,13.0,11,0,3,13
2008,7,17,18.0,18.0,0.0,0.0,10.0,0.0,0.0,Canada,14,0.0,51,16.0,20,0,3,14
2008,7,12,12.0,11.0,7.0,0.0,6.0,15.0,0.0,Canada,15,0.0,46,14.0,3,0,3,15
2008,7,4,4.0,9.0,9.0,0.0,7.0,9.0,0.0,Canada,16,0.0,44,9.0,20,0,3,16
2008,7,15,15.0,19.0,0.0,0.0,7.0,9.0,0.0,Canada,17,0.0,43,18.0,23,0,3,17
2008,7,3,3.0,4.0,35.0,2.0,1.0,73.0,4.0,Canada,18,0.0,19,1.0,4,0,3,18
2008,7,1,1.0,2.0,38.0,2.0,3.0,53.0,2.0,Canada,19,0.0,19,3.0,4,0,3,19
2008,7,16,17.0,22.0,0.0,0.0,10.0,0.0,0.0,Canada,20,0.0,13,20.0,6,0,3,20
2008,8,2,2.0,1.0,48.0,3.0,1.0,91.0,5.0,France,1,10.0,70,2.0,1,1,0,1
2008,8,1,1.0,3.0,43.0,2.0,1.0,91.0,5.0,France,2,8.0,70,1.0,1,1,1,2
2008,8,4,5.0,7.0,18.0,0.0,5.0,23.0,0.0,France,3,6.0,70,7.0,1,1,1,3
2008,8,10,6.0,6.0,20.0,0.0,3.0,58.0,2.0,France,4,5.0,70,3.0,1,0,2,4
2008,8,5,7.0,2.0,46.0,1.0,2.0,74.0,1.0,France,5,4.0,70,4.0,1,0,2,5
2008,8,6,8.0,8.0,18.0,0.0,4.0,24.0,0.0,France,6,3.0,70,6.0,1,0,2,6
2008,8,9,11.0,17.0,2.0,0.0,7.0,12.0,0.0,France,7,2.0,70,10.0,1,0,2,7
2008,8,3,4.0,9.0,10.0,0.0,7.0,12.0,0.0,France,8,1.0,70,8.0,1,0,2,8
2008,8,7,9.0,12.0,6.0,0.0,4.0,24.0,0.0,France,9,0.0,70,12.0,1,0,2,9
2008,8,13,3.0,4.0,38.0,2.0,3.0,58.0,2.0,France,10,0.0,70,5.0,1,0,2,10
2008,8,8,10.0,13.0,5.0,0.0,5.0,23.0,0.0,France,11,0.0,70,13.0,1,0,3,11
2008,8,12,13.0,14.0,5.0,0.0,9.0,7.0,0.0,France,12,0.0,70,11.0,1,0,3,12
2008,8,11,12.0,5.0,28.0,0.0,2.0,74.0,1.0,France,13,0.0,70,9.0,1,0,3,13
2008,8,20,18.0,15.0,5.0,0.0,8.0,8.0,0.0,France,14,0.0,69,14.0,11,0,3,14
2008,8,15,16.0,11.0,7.0,0.0,6.0,15.0,0.0,France,15,0.0,69,15.0,11,0,3,15
2008,8,19,15.0,10.0,8.0,0.0,6.0,15.0,0.0,France,16,0.0,69,17.0,11,0,3,16
2008,8,14,14.0,18.0,2.0,0.0,9.0,7.0,0.0,France,17,0.0,69,16.0,11,0,3,17
2008,8,17,19.0,19.0,0.0,0.0,10.0,0.0,0.0,France,18,0.0,69,19.0,11,0,3,18
2008,8,18,20.0,22.0,0.0,0.0,10.0,0.0,0.0,France,19,0.0,69,18.0,11,0,3,19
2008,8,16,17.0,16.0,3.0,0.0,8.0,8.0,0.0,France,20,0.0,16,20.0,4,0,3,20
2008,9,4,4.0,1.0,48.0,3.0,3.0,72.0,3.0,UK,1,10.0,60,3.0,1,1,0,1
2008,9,5,5.0,5.0,36.0,0.0,2.0,82.0,1.0,UK,2,8.0,60,2.0,1,1,1,2
2008,9,16,16.0,10.0,11.0,0.0,8.0,14.0,0.0,UK,3,6.0,60,11.0,1,1,1,3
2008,9,3,3.0,3.0,48.0,2.0,1.0,96.0,5.0,UK,4,5.0,59,1.0,11,0,2,4
2008,9,1,1.0,6.0,24.0,0.0,3.0,72.0,3.0,UK,5,4.0,59,5.0,11,0,2,5
2008,9,6,6.0,9.0,13.0,0.0,7.0,15.0,0.0,UK,6,3.0,59,6.0,11,0,2,6
2008,9,14,14.0,7.0,20.0,0.0,4.0,25.0,0.0,UK,7,2.0,59,13.0,11,0,2,7
2008,9,15,15.0,12.0,8.0,0.0,6.0,16.0,0.0,UK,8,1.0,59,14.0,11,0,2,8
2008,9,20,18.0,11.0,8.0,0.0,6.0,16.0,0.0,UK,9,0.0,59,16.0,11,0,2,9
2008,9,2,2.0,8.0,18.0,0.0,5.0,24.0,0.0,UK,10,0.0,59,4.0,11,0,2,10
2008,9,13,13.0,17.0,2.0,0.0,9.0,7.0,0.0,UK,11,0.0,59,9.0,11,0,3,11
2008,9,12,12.0,14.0,5.0,0.0,4.0,25.0,0.0,UK,12,0.0,59,15.0,11,0,3,12
2008,9,9,9.0,2.0,48.0,3.0,1.0,96.0,5.0,UK,13,0.0,58,8.0,12,0,3,13
2008,9,10,10.0,4.0,46.0,1.0,2.0,82.0,1.0,UK,14,0.0,39,12.0,20,0,3,14
2008,9,17,17.0,16.0,3.0,0.0,8.0,14.0,0.0,UK,15,0.0,38,10.0,20,0,3,15
2008,9,7,7.0,18.0,2.0,0.0,7.0,15.0,0.0,UK,16,0.0,35,7.0,20,0,3,16
2008,9,19,20.0,19.0,0.0,0.0,10.0,0.0,0.0,UK,17,0.0,16,17.0,20,0,3,17
2008,9,18,19.0,22.0,0.0,0.0,10.0,0.0,0.0,UK,18,0.0,10,18.0,20,0,3,18
2008,9,8,8.0,15.0,5.0,0.0,9.0,7.0,0.0,UK,19,0.0,0,,4,0,3,19
2008,9,11,11.0,13.0,6.0,0.0,5.0,24.0,0.0,UK,20,0.0,0,,4,0,3,20
2008,10,1,1.0,1.0,58.0,4.0,3.0,86.0,4.0,Germany,1,10.0,67,2.0,1,1,0,1
2008,10,17,17.0,11.0,10.0,0.0,6.0,23.0,0.0,Germany,2,8.0,67,9.0,1,1,1,2
2008,10,2,2.0,2.0,54.0,3.0,1.0,105.0,5.0,Germany,3,6.0,67,5.0,1,1,1,3
2008,10,12,12.0,5.0,41.0,0.0,2.0,89.0,1.0,Germany,4,5.0,67,1.0,1,0,2,4
2008,10,3,3.0,6.0,28.0,0.0,3.0,86.0,4.0,Germany,5,4.0,67,4.0,1,0,2,5
2008,10,6,6.0,3.0,51.0,2.0,1.0,105.0,5.0,Germany,6,3.0,67,3.0,1,0,2,6
2008,10,7,7.0,4.0,48.0,1.0,2.0,89.0,1.0,Germany,7,2.0,67,6.0,1,0,2,7
2008,10,9,9.0,15.0,6.0,0.0,9.0,8.0,0.0,Germany,8,1.0,67,8.0,1,0,2,8
2008,10,4,4.0,7.0,20.0,0.0,4.0,25.0,0.0,Germany,9,0.0,67,12.0,1,0,2,9
2008,10,13,13.0,12.0,8.0,0.0,7.0,16.0,0.0,Germany,10,0.0,67,15.0,1,0,2,10
2008,10,5,5.0,9.0,13.0,0.0,6.0,23.0,0.0,Germany,11,0.0,67,13.0,1,0,3,11
2008,10,15,15.0,18.0,2.0,0.0,9.0,8.0,0.0,Germany,12,0.0,67,10.0,1,0,3,12
2008,10,10,10.0,14.0,6.0,0.0,5.0,24.0,0.0,Germany,13,0.0,67,11.0,1,0,3,13
2008,10,16,16.0,13.0,8.0,0.0,7.0,16.0,0.0,Germany,14,0.0,67,17.0,1,0,3,14
2008,10,19,19.0,21.0,0.0,0.0,10.0,0.0,0.0,Germany,15,0.0,67,18.0,1,0,3,15
2008,10,20,20.0,19.0,0.0,0.0,10.0,0.0,0.0,Germany,16,0.0,67,20.0,1,0,3,16
2008,10,14,14.0,17.0,3.0,0.0,8.0,14.0,0.0,Germany,17,0.0,66,16.0,11,0,3,17
2008,10,18,18.0,10.0,11.0,0.0,8.0,14.0,0.0,Germany,18,0.0,50,19.0,4,0,3,18
2008,10,8,8.0,8.0,18.0,0.0,5.0,24.0,0.0,Germany,19,0.0,40,14.0,5,0,3,19
2008,10,11,11.0,16.0,5.0,0.0,4.0,25.0,0.0,Germany,20,0.0,35,7.0,22,0,3,20
2008,11,2,2.0,6.0,38.0,1.0,2.0,100.0,5.0,Hungary,1,10.0,70,7.0,1,1,0,1
2008,11,5,5.0,10.0,13.0,0.0,4.0,35.0,0.0,Hungary,2,8.0,70,6.0,1,1,1,2
2008,11,6,6.0,2.0,57.0,2.0,1.0,111.0,5.0,Hungary,3,6.0,70,1.0,1,1,1,3
2008,11,7,7.0,8.0,18.0,0.0,5.0,31.0,0.0,Hungary,4,5.0,70,8.0,1,0,2,4
2008,11,1,1.0,1.0,62.0,4.0,2.0,100.0,5.0,Hungary,5,4.0,70,3.0,1,0,2,5
2008,11,10,10.0,11.0,13.0,0.0,5.0,31.0,0.0,Hungary,6,3.0,70,4.0,1,0,2,6
2008,11,9,9.0,7.0,22.0,0.0,4.0,35.0,0.0,Hungary,7,2.0,70,5.0,1,0,2,7
2008,11,4,4.0,4.0,49.0,1.0,3.0,90.0,1.0,Hungary,8,1.0,70,9.0,1,0,2,8
2008,11,8,8.0,9.0,18.0,0.0,6.0,24.0,0.0,Hungary,9,0.0,70,10.0,1,0,2,9
2008,11,15,16.0,5.0,41.0,0.0,3.0,90.0,1.0,Hungary,10,0.0,70,11.0,1,0,2,10
2008,11,13,13.0,15.0,6.0,0.0,6.0,24.0,0.0,Hungary,11,0.0,70,16.0,1,0,3,11
2008,11,12,12.0,17.0,3.0,0.0,8.0,14.0,0.0,Hungary,12,0.0,69,13.0,11,0,3,12
2008,11,16,17.0,14.0,8.0,0.0,7.0,16.0,0.0,Hungary,13,0.0,69,18.0,11,0,3,13
2008,11,14,15.0,13.0,8.0,0.0,7.0,16.0,0.0,Hungary,14,0.0,69,12.0,11,0,3,14
2008,11,18,19.0,19.0,0.0,0.0,10.0,0.0,0.0,Hungary,15,0.0,69,15.0,11,0,3,15
2008,11,17,18.0,12.0,11.0,0.0,8.0,14.0,0.0,Hungary,16,0.0,68,14.0,12,0,3,16
2008,11,3,3.0,3.0,54.0,3.0,1.0,111.0,5.0,Hungary,17,0.0,67,2.0,5,0,3,17
2008,11,19,14.0,18.0,2.0,0.0,9.0,8.0,0.0,Hungary,18,0.0,67,17.0,13,0,3,18
2008,11,20,20.0,21.0,0.0,0.0,10.0,0.0,0.0,Hungary,19,0.0,62,19.0,23,0,3,19
2008,11,11,11.0,16.0,6.0,0.0,9.0,8.0,0.0,Hungary,20,0.0,22,20.0,25,0,3,20
2008,12,1,1.0,2.0,64.0,4.0,1.0,121.0,6.0,Spain,1,10.0,57,1.0,1,1,0,1
2008,12,2,2.0,1.0,70.0,4.0,2.0,113.0,5.0,Spain,2,8.0,57,2.0,1,1,1,2
2008,12,3,3.0,4.0,55.0,1.0,3.0,96.0,1.0,Spain,3,6.0,57,4.0,1,1,1,3
2008,12,5,5.0,5.0,43.0,1.0,2.0,113.0,5.0,Spain,4,5.0,57,3.0,1,0,2,4
2008,12,7,7.0,7.0,26.0,0.0,4.0,41.0,0.0,Spain,5,4.0,57,12.0,1,0,2,5
2008,12,6,6.0,14.0,9.0,0.0,9.0,11.0,0.0,Spain,6,3.0,57,6.0,1,0,2,6
2008,12,13,13.0,10.0,15.0,0.0,4.0,41.0,0.0,Spain,7,2.0,57,8.0,1,0,2,7
2008,12,9,9.0,13.0,9.0,0.0,7.0,17.0,0.0,Spain,8,1.0,57,10.0,1,0,2,8
2008,12,8,8.0,6.0,41.0,0.0,3.0,96.0,1.0,Spain,9,0.0,57,7.0,1,0,2,9
2008,12,10,10.0,18.0,2.0,0.0,9.0,11.0,0.0,Spain,10,0.0,57,11.0,1,0,2,10
2008,12,15,15.0,11.0,13.0,0.0,5.0,31.0,0.0,Spain,11,0.0,57,9.0,1,0,3,11
