year,round,grid,qualifying_position,driver_standing_pos,driver_points_cum,driver_wins_cum,constructor_standing_pos,constructor_points_cum,constructor_wins_cum,country,podium,position_class,finish_pos_penalty,country_encoded,position_class_encoded
2008,1,1,1.0,1.0,10.0,1.0,1.0,14.0,1.0,Australia,1,0,1,1,0
2008,1,5,5.0,2.0,8.0,0.0,3.0,8.0,0.0,Australia,1,1,2,1,1
2008,1,7,7.0,3.0,6.0,0.0,2.0,9.0,0.0,Australia,1,1,3,1,1
2008,1,11,12.0,4.0,5.0,0.0,4.0,5.0,0.0,Australia,0,2,4,1,2
2008,1,3,3.0,5.0,4.0,0.0,1.0,14.0,1.0,Australia,0,2,5,1,2
2008,1,13,14.0,6.0,3.0,0.0,2.0,9.0,0.0,Australia,0,2,6,1,2
2008,1,17,18.0,7.0,2.0,0.0,5.0,2.0,0.0,Australia,0,2,7,1,2
2008,1,15,16.0,8.0,1.0,0.0,6.0,1.0,0.0,Australia,0,2,8,1,2
2008,1,2,2.0,,,,3.0,8.0,0.0,Australia,0,2,9,1,2
2008,1,18,9.0,,,,,,,Australia,0,2,10,1,2
2008,1,19,20.0,,,,,,,Australia,0,3,11,1,3
2008,1,20,21.0,,,,4.0,5.0,0.0,Australia,0,3,12,1,3
2008,1,4,4.0,,,,6.0,1.0,0.0,Australia,0,3,13,1,3
2008,1,8,8.0,,,,,,,Australia,0,3,14,1,3
2008,1,6,6.0,,,,,,,Australia,0,3,15,1,3
2008,1,22,19.0,,,,,,,Australia,0,3,16,1,3
2008,1,14,15.0,,,,,,,Australia,0,3,17,1,3
2008,1,12,13.0,,,,,,,Australia,0,3,18,1,3
2008,1,21,22.0,,,,,,,Australia,0,3,19,1,3
2008,1,9,10.0,,,,5.0,2.0,0.0,Australia,0,3,20,1,3
2008,1,16,17.0,,,,,,,Australia,0,3,20,1,3
2008,1,10,11.0,,,,,,,Australia,0,3,20,1,3
2008,2,2,2.0,2.0,11.0,1.0,3.0,11.0,1.0,Malaysia,1,0,1,16,0
2008,2,4,6.0,5.0,8.0,0.0,2.0,19.0,0.0,Malaysia,1,1,2,16,1
2008,2,8,3.0,4.0,10.0,0.0,1.0,24.0,1.0,Malaysia,1,1,3,16,1
2008,2,3,5.0,8.0,5.0,0.0,6.0,5.0,0.0,Malaysia,0,2,4,16,2
2008,2,9,4.0,1.0,14.0,1.0,1.0,24.0,1.0,Malaysia,0,2,5,16,2
2008,2,5,7.0,3.0,11.0,0.0,2.0,19.0,0.0,Malaysia,0,2,6,16,2
2008,2,6,8.0,11.0,2.0,0.0,7.0,2.0,0.0,Malaysia,0,2,7,16,2
2008,2,7,9.0,7.0,6.0,0.0,5.0,6.0,0.0,Malaysia,0,2,8,16,2
2008,2,12,12.0,12.0,0.0,0.0,7.0,2.0,0.0,Malaysia,0,2,9,16,2
2008,2,11,11.0,13.0,0.0,0.0,9.0,0.0,0.0,Malaysia,0,2,10,16,2
2008,2,13,13.0,14.0,0.0,0.0,5.0,6.0,0.0,Malaysia,0,3,11,16,3
2008,2,17,17.0,15.0,0.0,0.0,10.0,0.0,0.0,Malaysia,0,3,12,16,3
2008,2,14,14.0,16.0,0.0,0.0,9.0,0.0,0.0,Malaysia,0,3,13,16,3
2008,2,16,16.0,6.0,6.0,0.0,4.0,9.0,0.0,Malaysia,0,3,14,16,3
2008,2,21,22.0,17.0,0.0,0.0,11.0,0.0,0.0,Malaysia,0,3,15,16,3
2008,2,19,20.0,18.0,0.0,0.0,11.0,0.0,0.0,Malaysia,0,3,16,16,3
2008,2,22,18.0,9.0,3.0,0.0,4.0,9.0,0.0,Malaysia,0,3,17,16,3
2008,2,15,15.0,,,,8.0,2.0,0.0,Malaysia,0,3,18,16,3
2008,2,1,1.0,,,,3.0,11.0,1.0,Malaysia,0,3,19,16,3
2008,2,20,21.0,,,,10.0,0.0,0.0,Malaysia,0,3,20,16,3
2008,2,10,10.0,,,,6.0,5.0,0.0,Malaysia,0,3,20,16,3
2008,2,18,19.0,10.0,2.0,0.0,8.0,2.0,0.0,Malaysia,0,3,20,16,3
2008,3,2,2.0,6.0,10.0,1.0,2.0,29.0,2.0,Bahrain,1,0,1,4,0
2008,3,4,4.0,1.0,19.0,1.0,2.0,29.0,2.0,Bahrain,1,1,2,4,1
2008,3,1,1.0,4.0,14.0,0.0,1.0,30.0,0.0,Bahrain,1,1,3,4,1
2008,3,6,6.0,2.0,16.0,0.0,1.0,30.0,0.0,Bahrain,0,2,4,4,2
2008,3,5,5.0,5.0,14.0,0.0,3.0,28.0,1.0,Bahrain,0,2,5,4,2
2008,3,7,7.0,7.0,8.0,0.0,5.0,8.0,0.0,Bahrain,0,2,6,4,2
2008,3,11,11.0,10.0,4.0,0.0,7.0,4.0,0.0,Bahrain,0,2,7,4,2
2008,3,8,8.0,8.0,7.0,0.0,4.0,10.0,0.0,Bahrain,0,2,8,4,2
2008,3,13,13.0,14.0,0.0,0.0,5.0,8.0,0.0,Bahrain,0,2,9,4,2
2008,3,10,10.0,9.0,6.0,0.0,6.0,6.0,0.0,Bahrain,0,2,10,4,2
2008,3,12,12.0,16.0,0.0,0.0,9.0,0.0,0.0,Bahrain,0,3,11,4,3
2008,3,18,18.0,18.0,0.0,0.0,10.0,0.0,0.0,Bahrain,0,3,12,4,3
2008,3,3,3.0,3.0,14.0,1.0,3.0,28.0,1.0,Bahrain,0,3,13,4,3
2008,3,16,16.0,11.0,3.0,0.0,4.0,10.0,0.0,Bahrain,0,3,14,4,3
2008,3,15,15.0,12.0,2.0,0.0,8.0,2.0,0.0,Bahrain,0,3,15,4,3
2008,3,21,21.0,19.0,0.0,0.0,11.0,0.0,0.0,Bahrain,0,3,16,4,3
2008,3,22,22.0,20.0,0.0,0.0,11.0,0.0,0.0,Bahrain,0,3,17,4,3
2008,3,17,17.0,13.0,0.0,0.0,7.0,4.0,0.0,Bahrain,0,3,18,4,3
2008,3,20,20.0,21.0,0.0,0.0,10.0,0.0,0.0,Bahrain,0,3,19,4,3
2008,3,14,14.0,17.0,0.0,0.0,6.0,6.0,0.0,Bahrain,0,3,20,4,3
2008,3,9,9.0,15.0,0.0,0.0,9.0,0.0,0.0,Bahrain,0,3,20,4,3
2008,3,19,19.0,,,,8.0,2.0,0.0,Bahrain,0,3,20,4,3
2008,4,1,1.0,1.0,29.0,2.0,1.0,47.0,3.0,Spain,1,0,1,27,0
2008,4,3,3.0,4.0,18.0,1.0,1.0,47.0,3.0,Spain,1,1,2,27,1
2008,4,5,5.0,2.0,20.0,1.0,3.0,34.0,1.0,Spain,1,1,3,27,1
2008,4,4,4.0,3.0,19.0,0.0,2.0,35.0,0.0,Spain,0,2,4,27,2
2008,4,7,7.0,8.0,8.0,0.0,6.0,8.0,0.0,Spain,0,2,5,27,2
2008,4,13,13.0,12.0,3.0,0.0,8.0,3.0,0.0,Spain,0,2,6,27,2
2008,4,12,12.0,11.0,5.0,0.0,4.0,12.0,0.0,Spain,0,2,7,27,2
2008,4,8,8.0,7.0,9.0,0.0,5.0,9.0,0.0,Spain,0,2,8,27,2
2008,4,9,9.0,5.0,16.0,0.0,2.0,35.0,0.0,Spain,0,2,9,27,2
2008,4,19,19.0,16.0,0.0,0.0,10.0,0.0,0.0,Spain,0,2,10,27,2
2008,4,14,14.0,14.0,0.0,0.0,5.0,9.0,0.0,Spain,0,3,11,27,3
2008,4,17,17.0,15.0,0.0,0.0,6.0,8.0,0.0,Spain,0,3,12,27,3
2008,4,22,22.0,19.0,0.0,0.0,11.0,0.0,0.0,Spain,0,3,13,27,3
2008,4,15,15.0,9.0,7.0,0.0,4.0,12.0,0.0,Spain,0,3,14,27,3
2008,4,2,2.0,10.0,6.0,0.0,7.0,6.0,0.0,Spain,0,3,15,27,3
2008,4,11,11.0,17.0,0.0,0.0,8.0,3.0,0.0,Spain,0,3,16,27,3
2008,4,6,6.0,6.0,14.0,0.0,3.0,34.0,1.0,Spain,0,3,17,27,3
2008,4,21,21.0,20.0,0.0,0.0,11.0,0.0,0.0,Spain,0,3,18,27,3
2008,4,16,16.0,13.0,2.0,0.0,9.0,2.0,0.0,Spain,0,3,19,27,3
2008,4,10,10.0,18.0,0.0,0.0,7.0,6.0,0.0,Spain,0,3,20,27,3
2008,4,20,20.0,21.0,0.0,0.0,10.0,0.0,0.0,Spain,0,3,20,27,3
2008,4,18,18.0,,,,9.0,2.0,0.0,Spain,0,3,20,27,3
2008,5,1,1.0,2.0,28.0,2.0,1.0,63.0,4.0,Turkey,1,0,1,30,0
2008,5,3,3.0,3.0,28.0,1.0,3.0,42.0,1.0,Turkey,1,1,2,30,1
2008,5,4,4.0,1.0,35.0,2.0,1.0,63.0,4.0,Turkey,1,1,3,30,1
2008,5,5,5.0,4.0,24.0,0.0,2.0,44.0,0.0,Turkey,0,2,4,30,2
2008,5,9,9.0,5.0,20.0,0.0,2.0,44.0,0.0,Turkey,0,2,5,30,2
2008,5,7,7.0,8.0,9.0,0.0,7.0,9.0,0.0,Turkey,0,2,6,30,2
2008,5,6,6.0,7.0,10.0,0.0,5.0,10.0,0.0,Turkey,0,2,7,30,2
2008,5,11,11.0,10.0,8.0,0.0,4.0,13.0,0.0,Turkey,0,2,8,30,2
2008,5,10,10.0,14.0,0.0,0.0,5.0,10.0,0.0,Turkey,0,2,9,30,2
2008,5,8,8.0,9.0,9.0,0.0,6.0,9.0,0.0,Turkey,0,2,10,30,2
2008,5,13,13.0,12.0,3.0,0.0,8.0,3.0,0.0,Turkey,0,3,11,30,3
2008,5,2,2.0,6.0,14.0,0.0,3.0,42.0,1.0,Turkey,0,3,12,30,3
2008,5,15,15.0,15.0,0.0,0.0,6.0,9.0,0.0,Turkey,0,3,13,30,3
2008,5,12,12.0,17.0,0.0,0.0,8.0,3.0,0.0,Turkey,0,3,14,30,3
2008,5,17,17.0,18.0,0.0,0.0,7.0,9.0,0.0,Turkey,0,3,15,30,3
2008,5,19,20.0,21.0,0.0,0.0,10.0,0.0,0.0,Turkey,0,3,16,30,3
2008,5,14,14.0,22.0,0.0,0.0,9.0,2.0,0.0,Turkey,0,3,17,30,3
2008,5,18,18.0,13.0,2.0,0.0,9.0,2.0,0.0,Turkey,0,3,18,30,3
2008,5,16,16.0,11.0,5.0,0.0,4.0,13.0,0.0,Turkey,0,3,19,30,3
2008,5,20,19.0,16.0,0.0,0.0,10.0,0.0,0.0,Turkey,0,3,20,30,3
2008,6,3,3.0,1.0,38.0,2.0,2.0,53.0,2.0,Monaco,1,0,1,18,0
2008,6,5,5.0,4.0,32.0,0.0,3.0,52.0,0.0,Monaco,1,1,2,18,1
2008,6,1,1.0,3.0,34.0,2.0,1.0,69.0,4.0,Monaco,1,1,3,18,1
2008,6,9,9.0,7.0,15.0,0.0,5.0,15.0,0.0,Monaco,0,2,4,18,2
2008,6,19,18.0,12.0,4.0,0.0,8.0,6.0,0.0,Monaco,0,2,5,18,2
2008,6,14,15.0,14.0,3.0,0.0,9.0,6.0,0.0,Monaco,0,2,6,18,2
2008,6,13,14.0,11.0,7.0,0.0,4.0,15.0,0.0,Monaco,0,2,7,18,2
2008,6,4,4.0,6.0,15.0,0.0,2.0,53.0,2.0,Monaco,0,2,8,18,2
2008,6,2,2.0,2.0,35.0,2.0,1.0,69.0,4.0,Monaco,0,2,9,18,2
2008,6,7,7.0,8.0,9.0,0.0,7.0,9.0,0.0,Monaco,0,2,10,18,2
2008,6,11,12.0,13.0,3.0,0.0,9.0,6.0,0.0,Monaco,0,3,11,18,3
2008,6,10,11.0,17.0,0.0,0.0,6.0,9.0,0.0,Monaco,0,3,12,18,3
2008,6,8,8.0,9.0,9.0,0.0,6.0,9.0,0.0,Monaco,0,3,13,18,3
2008,6,12,13.0,5.0,20.0,0.0,3.0,52.0,0.0,Monaco,0,3,14,18,3
2008,6,18,19.0,22.0,0.0,0.0,10.0,0.0,0.0,Monaco,0,3,15,18,3
2008,6,6,6.0,10.0,8.0,0.0,4.0,15.0,0.0,Monaco,0,3,16,18,3
2008,6,17,17.0,19.0,0.0,0.0,7.0,9.0,0.0,Monaco,0,3,17,18,3
2008,6,20,20.0,18.0,0.0,0.0,10.0,0.0,0.0,Monaco,0,3,18,18,3
2008,6,15,10.0,16.0,0.0,0.0,5.0,15.0,0.0,Monaco,0,3,19,18,3
2008,6,16,16.0,15.0,2.0,0.0,8.0,6.0,0.0,Monaco,0,3,20,18,3
2008,7,2,2.0,1.0,42.0,1.0,2.0,70.0,1.0,Canada,1,0,1,7,0
2008,7,8,8.0,5.0,28.0,0.0,2.0,70.0,1.0,Canada,1,1,2,7,1
2008,7,13,13.0,12.0,6.0,0.0,4.0,21.0,0.0,Canada,1,1,3,7,1
2008,7,11,11.0,13.0,5.0,0.0,5.0,17.0,0.0,Canada,0,2,4,7,2
2008,7,6,6.0,3.0,38.0,2.0,1.0,73.0,4.0,Canada,0,2,5,7,2
2008,7,14,14.0,8.0,12.0,0.0,5.0,17.0,0.0,Canada,0,2,6,7,2
2008,7,9,9.0,15.0,5.0,0.0,8.0,8.0,0.0,Canada,0,2,7,7,2
2008,7,19,20.0,14.0,5.0,0.0,9.0,7.0,0.0,Canada,0,2,8,7,2
2008,7,7,7.0,6.0,15.0,0.0,3.0,53.0,2.0,Canada,0,2,9,7,2
2008,7,5,5.0,10.0,8.0,0.0,6.0,15.0,0.0,Canada,0,2,10,7,2
2008,7,20,19.0,16.0,3.0,0.0,8.0,8.0,0.0,Canada,0,3,11,7,3
2008,7,10,10.0,7.0,15.0,0.0,4.0,21.0,0.0,Canada,0,3,12,7,3
2008,7,18,16.0,17.0,2.0,0.0,9.0,7.0,0.0,Canada,0,3,13,7,3
2008,7,17,18.0,18.0,0.0,0.0,10.0,0.0,0.0,Canada,0,3,14,7,3
2008,7,12,12.0,11.0,7.0,0.0,6.0,15.0,0.0,Canada,0,3,15,7,3
2008,7,4,4.0,9.0,9.0,0.0,7.0,9.0,0.0,Canada,0,3,16,7,3
2008,7,15,15.0,19.0,0.0,0.0,7.0,9.0,0.0,Canada,0,3,17,7,3
2008,7,3,3.0,4.0,35.0,2.0,1.0,73.0,4.0,Canada,0,3,18,7,3
2008,7,1,1.0,2.0,38.0,2.0,3.0,53.0,2.0,Canada,0,3,19,7,3
2008,7,16,17.0,22.0,0.0,0.0,10.0,0.0,0.0,Canada,0,3,20,7,3
2008,8,2,2.0,1.0,48.0,3.0,1.0,91.0,5.0,France,1,0,1,9,0
2008,8,1,1.0,3.0,43.0,2.0,1.0,91.0,5.0,France,1,1,2,9,1
2008,8,4,5.0,7.0,18.0,0.0,5.0,23.0,0.0,France,1,1,3,9,1
2008,8,10,6.0,6.0,20.0,0.0,3.0,58.0,2.0,France,0,2,4,9,2
2008,8,5,7.0,2.0,46.0,1.0,2.0,74.0,1.0,France,0,2,5,9,2
2008,8,6,8.0,8.0,18.0,0.0,4.0,24.0,0.0,France,0,2,6,9,2
2008,8,9,11.0,17.0,2.0,0.0,7.0,12.0,0.0,France,0,2,7,9,2
2008,8,3,4.0,9.0,10.0,0.0,7.0,12.0,0.0,France,0,2,8,9,2
2008,8,7,9.0,12.0,6.0,0.0,4.0,24.0,0.0,France,0,2,9,9,2
2008,8,13,3.0,4.0,38.0,2.0,3.0,58.0,2.0,France,0,2,10,9,2
2008,8,8,10.0,13.0,5.0,0.0,5.0,23.0,0.0,France,0,3,11,9,3
2008,8,12,13.0,14.0,5.0,0.0,9.0,7.0,0.0,France,0,3,12,9,3
2008,8,11,12.0,5.0,28.0,0.0,2.0,74.0,1.0,France,0,3,13,9,3
2008,8,20,18.0,15.0,5.0,0.0,8.0,8.0,0.0,France,0,3,14,9,3
2008,8,15,16.0,11.0,7.0,0.0,6.0,15.0,0.0,France,0,3,15,9,3
2008,8,19,15.0,10.0,8.0,0.0,6.0,15.0,0.0,France,0,3,16,9,3
2008,8,14,14.0,18.0,2.0,0.0,9.0,7.0,0.0,France,0,3,17,9,3
2008,8,17,19.0,19.0,0.0,0.0,10.0,0.0,0.0,France,0,3,18,9,3
2008,8,18,20.0,22.0,0.0,0.0,10.0,0.0,0.0,France,0,3,19,9,3
2008,8,16,17.0,16.0,3.0,0.0,8.0,8.0,0.0,France,0,3,20,9,3
2008,9,4,4.0,1.0,48.0,3.0,3.0,72.0,3.0,UK,1,0,1,32,0
2008,9,5,5.0,5.0,36.0,0.0,2.0,82.0,1.0,UK,1,1,2,32,1
2008,9,16,16.0,10.0,11.0,0.0,8.0,14.0,0.0,UK,1,1,3,32,1
2008,9,3,3.0,3.0,48.0,2.0,1.0,96.0,5.0,UK,0,2,4,32,2
2008,9,1,1.0,6.0,24.0,0.0,3.0,72.0,3.0,UK,0,2,5,32,2
2008,9,6,6.0,9.0,13.0,0.0,7.0,15.0,0.0,UK,0,2,6,32,2
2008,9,14,14.0,7.0,20.0,0.0,4.0,25.0,0.0,UK,0,2,7,32,2
2008,9,15,15.0,12.0,8.0,0.0,6.0,16.0,0.0,UK,0,2,8,32,2
2008,9,20,18.0,11.0,8.0,0.0,6.0,16.0,0.0,UK,0,2,9,32,2
2008,9,2,2.0,8.0,18.0,0.0,5.0,24.0,0.0,UK,0,2,10,32,2
2008,9,13,13.0,17.0,2.0,0.0,9.0,7.0,0.0,UK,0,3,11,32,3
2008,9,12,12.0,14.0,5.0,0.0,4.0,25.0,0.0,UK,0,3,12,32,3
2008,9,9,9.0,2.0,48.0,3.0,1.0,96.0,5.0,UK,0,3,13,32,3
2008,9,10,10.0,4.0,46.0,1.0,2.0,82.0,1.0,UK,0,3,14,32,3
2008,9,17,17.0,16.0,3.0,0.0,8.0,14.0,0.0,UK,0,3,15,32,3
2008,9,7,7.0,18.0,2.0,0.0,7.0,15.0,0.0,UK,0,3,16,32,3
2008,9,19,20.0,19.0,0.0,0.0,10.0,0.0,0.0,UK,0,3,17,32,3
2008,9,18,19.0,22.0,0.0,0.0,10.0,0.0,0.0,UK,0,3,18,32,3
2008,9,8,8.0,15.0,5.0,0.0,9.0,7.0,0.0,UK,0,3,19,32,3
2008,9,11,11.0,13.0,6.0,0.0,5.0,24.0,0.0,UK,0,3,20,32,3
2008,10,1,1.0,1.0,58.0,4.0,3.0,86.0,4.0,Germany,1,0,1,10,0
2008,10,17,17.0,11.0,10.0,0.0,6.0,23.0,0.0,Germany,1,1,2,10,1
2008,10,2,2.0,2.0,54.0,3.0,1.0,105.0,5.0,Germany,1,1,3,10,1
2008,10,12,12.0,5.0,41.0,0.0,2.0,89.0,1.0,Germany,0,2,4,10,2
2008,10,3,3.0,6.0,28.0,0.0,3.0,86.0,4.0,Germany,0,2,5,10,2
2008,10,6,6.0,3.0,51.0,2.0,1.0,105.0,5.0,Germany,0,2,6,10,2
2008,10,7,7.0,4.0,48.0,1.0,2.0,89.0,1.0,Germany,0,2,7,10,2
2008,10,9,9.0,15.0,6.0,0.0,9.0,8.0,0.0,Germany,0,2,8,10,2
2008,10,4,4.0,7.0,20.0,0.0,4.0,25.0,0.0,Germany,0,2,9,10,2
2008,10,13,13.0,12.0,8.0,0.0,7.0,16.0,0.0,Germany,0,2,10,10,2
2008,10,5,5.0,9.0,13.0,0.0,6.0,23.0,0.0,Germany,0,3,11,10,3
2008,10,15,15.0,18.0,2.0,0.0,9.0,8.0,0.0,Germany,0,3,12,10,3
2008,10,10,10.0,14.0,6.0,0.0,5.0,24.0,0.0,Germany,0,3,13,10,3
2008,10,16,16.0,13.0,8.0,0.0,7.0,16.0,0.0,Germany,0,3,14,10,3
2008,10,19,19.0,21.0,0.0,0.0,10.0,0.0,0.0,Germany,0,3,15,10,3
2008,10,20,20.0,19.0,0.0,0.0,10.0,0.0,0.0,Germany,0,3,16,10,3
2008,10,14,14.0,17.0,3.0,0.0,8.0,14.0,0.0,Germany,0,3,17,10,3
2008,10,18,18.0,10.0,11.0,0.0,8.0,14.0,0.0,Germany,0,3,18,10,3
2008,10,8,8.0,8.0,18.0,0.0,5.0,24.0,0.0,Germany,0,3,19,10,3
2008,10,11,11.0,16.0,5.0,0.0,4.0,25.0,0.0,Germany,0,3,20,10,3
2008,11,2,2.0,6.0,38.0,1.0,2.0,100.0,5.0,Hungary,1,0,1,11,0
2008,11,5,5.0,10.0,13.0,0.0,4.0,35.0,0.0,Hungary,1,1,2,11,1
2008,11,6,6.0,2.0,57.0,2.0,1.0,111.0,5.0,Hungary,1,1,3,11,1
2008,11,7,7.0,8.0,18.0,0.0,5.0,31.0,0.0,Hungary,0,2,4,11,2
2008,11,1,1.0,1.0,62.0,4.0,2.0,100.0,5.0,Hungary,0,2,5,11,2
2008,11,10,10.0,11.0,13.0,0.0,5.0,31.0,0.0,Hungary,0,2,6,11,2
2008,11,9,9.0,7.0,22.0,0.0,4.0,35.0,0.0,Hungary,0,2,7,11,2
2008,11,4,4.0,4.0,49.0,1.0,3.0,90.0,1.0,Hungary,0,2,8,11,2
2008,11,8,8.0,9.0,18.0,0.0,6.0,24.0,0.0,Hungary,0,2,9,11,2
2008,11,15,16.0,5.0,41.0,0.0,3.0,90.0,1.0,Hungary,0,2,10,11,2
2008,11,13,13.0,15.0,6.0,0.0,6.0,24.0,0.0,Hungary,0,3,11,11,3
2008,11,12,12.0,17.0,3.0,0.0,8.0,14.0,0.0,Hungary,0,3,12,11,3
2008,11,16,17.0,14.0,8.0,0.0,7.0,16.0,0.0,Hungary,0,3,13,11,3
2008,11,14,15.0,13.0,8.0,0.0,7.0,16.0,0.0,Hungary,0,3,14,11,3
2008,11,18,19.0,19.0,0.0,0.0,10.0,0.0,0.0,Hungary,0,3,15,11,3
2008,11,17,18.0,12.0,11.0,0.0,8.0,14.0,0.0,Hungary,0,3,16,11,3
2008,11,3,3.0,3.0,54.0,3.0,1.0,111.0,5.0,Hungary,0,3,17,11,3
2008,11,19,14.0,18.0,2.0,0.0,9.0,8.0,0.0,Hungary,0,3,18,11,3
2008,11,20,20.0,21.0,0.0,0.0,10.0,0.0,0.0,Hungary,0,3,19,11,3
2008,11,11,11.0,16.0,6.0,0.0,9.0,8.0,0.0,Hungary,0,3,20,11,3
2008,12,1,1.0,2.0,64.0,4.0,1.0,121.0,6.0,Spain,1,0,1,27,0
2008,12,2,2.0,1.0,70.0,4.0,2.0,113.0,5.0,Spain,1,1,2,27,1
2008,12,3,3.0,4.0,55.0,1.0,3.0,96.0,1.0,Spain,1,1,3,27,1
2008,12,5,5.0,5.0,43.0,1.0,2.0,113.0,5.0,Spain,0,2,4,27,2
2008,12,7,7.0,7.0,26.0,0.0,4.0,41.0,0.0,Spain,0,2,5,27,2
2008,12,6,6.0,14.0,9.0,0.0,9.0,11.0,0.0,Spain,0,2,6,27,2
2008,12,13,13.0,10.0,15.0,0.0,4.0,41.0,0.0,Spain,0,2,7,27,2
2008,12,9,9.0,13.0,9.0,0.0,7.0,17.0,0.0,Spain,0,2,8,27,2
2008,12,8,8.0,6.0,41.0,0.0,3.0,96.0,1.0,Spain,0,2,9,27,2
2008,12,10,10.0,18.0,2.0,0.0,9.0,11.0,0.0,Spain,0,2,10,27,2
2008,12,15,15.0,11.0,13.0,0.0,5.0,31.0,0.0,Spain,0,3,11,27,3
2008,12,14,14.0,9.0,18.0,0.0,6.0,24.0,0.0,Spain,0,3,12,27,3
2008,12,16,16.0,17.0,3.0,0.0,8.0,14.0,0.0,Spain,0,3,13,27,3
2008,12,18,18.0,19.0,0.0,0.0,10.0,0.0,0.0,Spain,0,3,14,27,3
2008,12,11,11.0,15.0,8.0,0.0,7.0,17.0,0.0,Spain,0,3,15,27,3
2008,12,19,19.0,12.0,11.0,0.0,8.0,14.0,0.0,Spain,0,3,16,27,3
2008,12,17,17.0,16.0,6.0,0.0,6.0,24.0,0.0,Spain,0,3,17,27,3
2008,12,4,4.0,3.0,57.0,2.0,1.0,121.0,6.0,Spain,0,3,18,27,3
2008,12,20,20.0,21.0,0.0,0.0,10.0,0.0,0.0,Spain,0,3,19,27,3
2008,12,12,12.0,8.0,18.0,0.0,5.0,31.0,0.0,Spain,0,3,20,27,3
2008,13,2,2.0,2.0,74.0,5.0,1.0,131.0,7.0,Belgium,1,0,1,5,0
2008,13,5,5.0,5.0,49.0,0.0,3.0,107.0,1.0,Belgium,1,1,2,5,1
2008,13,1,1.0,1.0,76.0,4.0,2.0,119.0,5.0,Belgium,1,1,3,5,1
2008,13,6,6.0,8.0,23.0,0.0,5.0,36.0,0.0,Belgium,0,2,4,5,2
2008,13,10,10.0,12.0,13.0,0.0,8.0,17.0,0.0,Belgium,0,2,5,5,2
2008,13,8,8.0,3.0,58.0,1.0,3.0,107.0,1.0,Belgium,0,2,6,5,2
2008,13,9,9.0,17.0,4.0,0.0,8.0,17.0,0.0,Belgium,0,2,7,5,2
2008,13,7,7.0,9.0,19.0,0.0,6.0,25.0,0.0,Belgium,0,2,8,5,2
2008,13,13,13.0,10.0,15.0,0.0,4.0,41.0,0.0,Belgium,0,2,9,5,2
2008,13,3,3.0,6.0,43.0,1.0,2.0,119.0,5.0,Belgium,0,2,10,5,2
2008,13,14,14.0,16.0,6.0,0.0,6.0,25.0,0.0,Belgium,0,3,11,5,3
2008,13,15,15.0,14.0,9.0,0.0,7.0,17.0,0.0,Belgium,0,3,12,5,3
2008,13,18,18.0,20.0,0.0,0.0,10.0,0.0,0.0,Belgium,0,3,13,5,3
2008,13,19,19.0,15.0,8.0,0.0,7.0,17.0,0.0,Belgium,0,3,14,5,3
2008,13,17,17.0,18.0,3.0,0.0,9.0,14.0,0.0,Belgium,0,3,15,5,3
2008,13,11,11.0,7.0,26.0,0.0,4.0,41.0,0.0,Belgium,0,3,16,5,3
2008,13,20,20.0,19.0,0.0,0.0,10.0,0.0,0.0,Belgium,0,3,17,5,3
2008,13,4,4.0,4.0,57.0,2.0,1.0,131.0,7.0,Belgium,0,3,18,5,3
2008,13,16,16.0,13.0,11.0,0.0,9.0,14.0,0.0,Belgium,0,3,19,5,3
2008,13,12,12.0,11.0,13.0,0.0,5.0,36.0,0.0,Belgium,0,3,20,5,3
2008,14,1,1.0,9.0,23.0,1.0,6.0,27.0,1.0,Italy,1,0,1,13,0
2008,14,2,2.0,6.0,51.0,1.0,2.0,129.0,5.0,Italy,1,1,2,13,1
2008,14,11,11.0,3.0,64.0,1.0,3.0,117.0,1.0,Italy,1,1,3,13,1
2008,14,8,8.0,7.0,28.0,0.0,5.0,41.0,0.0,Italy,0,2,4,13,2
2008,14,10,10.0,5.0,53.0,0.0,3.0,117.0,1.0,Italy,0,2,5,13,2
2008,14,6,6.0,2.0,77.0,5.0,1.0,134.0,7.0,Italy,0,2,6,13,2
2008,14,15,15.0,1.0,78.0,4.0,2.0,129.0,5.0,Italy,0,2,7,13,2
2008,14,3,3.0,10.0,20.0,0.0,7.0,26.0,0.0,Italy,0,2,8,13,2
2008,14,14,14.0,4.0,57.0,2.0,1.0,134.0,7.0,Italy,0,2,9,13,2
2008,14,17,17.0,12.0,13.0,0.0,5.0,41.0,0.0,Italy,0,2,10,13,2
2008,14,9,9.0,11.0,15.0,0.0,4.0,41.0,0.0,Italy,0,3,11,13,3
2008,14,18,18.0,15.0,8.0,0.0,8.0,17.0,0.0,Italy,0,3,12,13,3
2008,14,7,7.0,8.0,26.0,0.0,4.0,41.0,0.0,Italy,0,3,13,13,3
2008,14,5,5.0,14.0,9.0,0.0,8.0,17.0,0.0,Italy,0,3,14,13,3
2008,14,19,19.0,18.0,3.0,0.0,9.0,14.0,0.0,Italy,0,3,15,13,3
2008,14,13,13.0,16.0,6.0,0.0,7.0,26.0,0.0,Italy,0,3,16,13,3
2008,14,16,16.0,13.0,11.0,0.0,9.0,14.0,0.0,Italy,0,3,17,13,3
2008,14,4,4.0,17.0,4.0,0.0,6.0,27.0,1.0,Italy,0,3,18,13,3
