year,round,grid,qualifying_position,driver_standing_pos,driver_points_cum,driver_wins_cum,constructor_standing_pos,constructor_points_cum,constructor_wins_cum,country,podium,position_class,finish_pos_penalty,country_encoded,position_class_encoded
2009,11,3,3.0,2.0,54.0,1.0,1.0,126.0,7.0,Spain,1,0,1,27,0
2009,11,1,1.0,6.0,27.0,1.0,4.0,41.0,1.0,Spain,1,1,2,27,1
2009,11,6,6.0,7.0,24.0,0.0,3.0,46.0,0.0,Spain,1,1,3,27,1
2009,11,2,2.0,12.0,14.0,0.0,4.0,41.0,1.0,Spain,0,2,4,27,2
2009,11,7,7.0,5.0,29.5,0.0,6.0,29.5,0.0,Spain,0,2,5,27,2
2009,11,8,8.0,11.0,16.0,0.0,7.0,16.0,0.0,Spain,0,2,6,27,2
2009,11,5,5.0,1.0,72.0,6.0,1.0,126.0,7.0,Spain,0,2,7,27,2
2009,11,10,10.0,14.0,3.0,0.0,8.0,9.0,0.0,Spain,0,2,8,27,2
2009,11,9,9.0,3.0,51.5,1.0,2.0,98.5,3.0,Spain,0,2,9,27,2
2009,11,12,12.0,18.0,0.0,0.0,10.0,0.0,0.0,Spain,0,2,10,27,2
2009,11,11,11.0,13.0,6.0,0.0,8.0,9.0,0.0,Spain,0,3,11,27,3
2009,11,16,16.0,17.0,0.0,0.0,10.0,0.0,0.0,Spain,0,3,12,27,3
2009,11,18,18.0,8.0,22.5,0.0,5.0,38.5,0.0,Spain,0,3,13,27,3
2009,11,13,13.0,10.0,16.0,0.0,5.0,38.5,0.0,Spain,0,3,14,27,3
2009,11,14,14.0,22.0,0.0,0.0,7.0,16.0,0.0,Spain,0,3,15,27,3
2009,11,19,19.0,21.0,0.0,0.0,9.0,5.0,0.0,Spain,0,3,16,27,3
2009,11,20,20.0,23.0,0.0,0.0,3.0,46.0,0.0,Spain,0,3,17,27,3
2009,11,17,17.0,19.0,0.0,0.0,6.0,29.5,0.0,Spain,0,3,18,27,3
2009,11,15,15.0,15.0,3.0,0.0,9.0,5.0,0.0,Spain,0,3,19,27,3
2009,11,4,4.0,4.0,47.0,2.0,2.0,98.5,3.0,Spain,0,3,20,27,3
2009,12,6,6.0,5.0,34.0,1.0,3.0,56.0,1.0,Belgium,1,0,1,5,0
2009,12,1,1.0,14.0,8.0,0.0,9.0,8.0,0.0,Belgium,1,1,2,5,1
2009,12,8,8.0,3.0,53.0,2.0,2.0,104.5,3.0,Belgium,1,1,3,5,1
2009,12,5,5.0,15.0,8.0,0.0,7.0,18.0,0.0,Belgium,0,2,4,5,2
2009,12,3,3.0,13.0,10.0,0.0,7.0,18.0,0.0,Belgium,0,2,5,5,2
2009,12,15,15.0,10.0,17.0,0.0,4.0,44.0,1.0,Belgium,0,2,6,5,2
2009,12,4,4.0,2.0,56.0,1.0,1.0,128.0,7.0,Belgium,0,2,7,5,2
2009,12,10,10.0,6.0,30.5,0.0,6.0,30.5,0.0,Belgium,0,2,8,5,2
2009,12,9,9.0,4.0,51.5,1.0,2.0,104.5,3.0,Belgium,0,2,9,5,2
2009,12,7,7.0,11.0,16.0,0.0,5.0,38.5,0.0,Belgium,0,2,10,5,2
2009,12,11,11.0,18.0,0.0,0.0,9.0,8.0,0.0,Belgium,0,3,11,5,3
2009,12,16,16.0,16.0,3.0,0.0,10.0,5.0,0.0,Belgium,0,3,12,5,3
2009,12,18,18.0,19.0,0.0,0.0,6.0,30.5,0.0,Belgium,0,3,13,5,3
2009,12,20,20.0,21.0,0.0,0.0,3.0,56.0,1.0,Belgium,0,3,14,5,3
2009,12,13,13.0,12.0,16.0,0.0,8.0,16.0,0.0,Belgium,0,3,15,5,3
2009,12,2,2.0,8.0,22.5,0.0,5.0,38.5,0.0,Belgium,0,3,16,5,3
2009,12,14,14.0,1.0,72.0,6.0,1.0,128.0,7.0,Belgium,0,3,17,5,3
2009,12,19,19.0,23.0,0.0,0.0,8.0,16.0,0.0,Belgium,0,3,18,5,3
2009,12,12,12.0,7.0,27.0,1.0,4.0,44.0,1.0,Belgium,0,3,19,5,3
2009,12,17,17.0,22.0,0.0,0.0,10.0,5.0,0.0,Belgium,0,3,20,5,3
2009,13,5,5.0,2.0,66.0,2.0,1.0,146.0,8.0,Italy,1,0,1,13,0
2009,13,6,6.0,1.0,80.0,6.0,1.0,146.0,8.0,Italy,1,1,2,13,1
2009,13,3,3.0,5.0,40.0,1.0,3.0,62.0,1.0,Italy,1,1,3,13,1
2009,13,2,2.0,16.0,5.0,0.0,9.0,13.0,0.0,Italy,0,2,4,13,2
2009,13,8,8.0,11.0,20.0,0.0,8.0,20.0,0.0,Italy,0,2,5,13,2
2009,13,4,4.0,10.0,20.0,0.0,4.0,47.0,1.0,Italy,0,2,6,13,2
2009,13,15,15.0,13.0,12.0,0.0,7.0,20.0,0.0,Italy,0,2,7,13,2
2009,13,9,9.0,3.0,54.0,2.0,2.0,105.5,3.0,Italy,0,2,8,13,2
2009,13,14,14.0,14.0,8.0,0.0,3.0,62.0,1.0,Italy,0,2,9,13,2
2009,13,17,17.0,19.0,0.0,0.0,6.0,30.5,0.0,Italy,0,2,10,13,2
2009,13,16,16.0,12.0,16.0,0.0,5.0,38.5,0.0,Italy,0,3,11,13,3
2009,13,1,1.0,7.0,27.0,1.0,4.0,47.0,1.0,Italy,0,3,12,13,3
2009,13,19,19.0,17.0,3.0,0.0,10.0,5.0,0.0,Italy,0,3,13,13,3
2009,13,11,11.0,8.0,22.5,0.0,5.0,38.5,0.0,Italy,0,3,14,13,3
2009,13,12,12.0,22.0,0.0,0.0,8.0,20.0,0.0,Italy,0,3,15,13,3
2009,13,18,18.0,6.0,30.5,0.0,6.0,30.5,0.0,Italy,0,3,16,13,3
2009,13,7,7.0,24.0,0.0,0.0,9.0,13.0,0.0,Italy,0,3,17,13,3
2009,13,20,20.0,23.0,0.0,0.0,10.0,5.0,0.0,Italy,0,3,18,13,3
2009,13,13,13.0,15.0,8.0,0.0,7.0,20.0,0.0,Italy,0,3,19,13,3
2009,13,10,10.0,4.0,51.5,1.0,2.0,105.5,3.0,Italy,0,3,20,13,3
2009,14,1,1.0,6.0,37.0,2.0,4.0,59.0,2.0,Singapore,1,0,1,25,0
2009,14,6,7.0,9.0,24.0,0.0,5.0,46.5,0.0,Singapore,1,1,2,25,1
2009,14,5,6.0,8.0,26.0,0.0,7.0,26.0,0.0,Singapore,1,1,3,25,1
2009,14,2,2.0,3.0,59.0,2.0,2.0,110.5,3.0,Singapore,0,2,4,25,2
2009,14,11,12.0,1.0,84.0,6.0,1.0,153.0,8.0,Singapore,0,2,5,25,2
2009,14,9,5.0,2.0,69.0,2.0,1.0,153.0,8.0,Singapore,0,2,6,25,2
2009,14,8,10.0,12.0,22.0,0.0,4.0,59.0,2.0,Singapore,0,2,7,25,2
2009,14,7,9.0,14.0,9.0,0.0,8.0,21.0,0.0,Singapore,0,2,8,25,2
2009,14,10,11.0,19.0,0.0,0.0,6.0,30.5,0.0,Singapore,0,2,9,25,2
2009,14,12,13.0,5.0,40.0,1.0,3.0,62.0,1.0,Singapore,0,2,10,25,2
2009,14,3,3.0,7.0,30.5,0.0,6.0,30.5,0.0,Singapore,0,3,11,25,3
2009,14,14,15.0,10.0,22.5,0.0,5.0,46.5,0.0,Singapore,0,3,12,25,3
2009,14,17,18.0,15.0,8.0,0.0,3.0,62.0,1.0,Singapore,0,3,13,25,3
2009,14,19,20.0,22.0,0.0,0.0,9.0,13.0,0.0,Singapore,0,3,14,25,3
2009,14,16,17.0,24.0,0.0,0.0,10.0,5.0,0.0,Singapore,0,3,15,25,3
2009,14,13,14.0,17.0,3.0,0.0,10.0,5.0,0.0,Singapore,0,3,16,25,3
2009,14,4,4.0,4.0,51.5,1.0,2.0,110.5,3.0,Singapore,0,3,17,25,3
2009,14,15,16.0,16.0,5.0,0.0,9.0,13.0,0.0,Singapore,0,3,18,25,3
2009,14,20,8.0,13.0,12.0,0.0,8.0,21.0,0.0,Singapore,0,3,19,25,3
2009,14,18,19.0,23.0,0.0,0.0,7.0,26.0,0.0,Singapore,0,3,20,25,3
2009,15,1,1.0,3.0,69.0,3.0,2.0,120.5,4.0,Japan,1,0,1,14,0
2009,15,2,2.0,8.0,30.5,0.0,5.0,54.5,0.0,Japan,1,1,2,14,1
2009,15,3,3.0,6.0,43.0,2.0,4.0,65.0,2.0,Japan,1,1,3,14,1
2009,15,5,8.0,5.0,45.0,1.0,3.0,67.0,1.0,Japan,0,2,4,14,2
2009,15,7,11.0,7.0,34.5,0.0,6.0,34.5,0.0,Japan,0,2,5,14,2
2009,15,4,6.0,13.0,15.0,0.0,8.0,24.0,0.0,Japan,0,2,6,14,2
2009,15,6,5.0,2.0,71.0,2.0,1.0,156.0,8.0,Japan,0,2,7,14,2
2009,15,10,7.0,1.0,85.0,6.0,1.0,156.0,8.0,Japan,0,2,8,14,2
2009,15,9,13.0,14.0,9.0,0.0,8.0,24.0,0.0,Japan,0,2,9,14,2
2009,15,16,12.0,9.0,26.0,0.0,7.0,26.0,0.0,Japan,0,2,10,14,2
2009,15,11,9.0,12.0,22.0,0.0,4.0,65.0,2.0,Japan,0,3,11,14,3
2009,15,14,16.0,15.0,8.0,0.0,3.0,67.0,1.0,Japan,0,3,12,14,3
2009,15,8,4.0,16.0,5.0,0.0,9.0,13.0,0.0,Japan,0,3,13,14,3
2009,15,18,19.0,21.0,0.0,0.0,9.0,13.0,0.0,Japan,0,3,14,14,3
2009,15,15,17.0,19.0,0.0,0.0,6.0,34.5,0.0,Japan,0,3,15,14,3
2009,15,17,18.0,23.0,0.0,0.0,7.0,26.0,0.0,Japan,0,3,16,14,3
2009,15,19,20.0,4.0,51.5,1.0,2.0,120.5,4.0,Japan,0,3,17,14,3
2009,15,12,15.0,24.0,0.0,0.0,10.0,5.0,0.0,Japan,0,3,18,14,3
2009,15,13,10.0,17.0,3.0,0.0,10.0,5.0,0.0,Japan,0,3,19,14,3
2009,15,20,14.0,10.0,24.0,0.0,5.0,54.5,0.0,Japan,0,3,20,14,3
2009,16,2,2.0,4.0,61.5,2.0,2.0,135.5,5.0,Brazil,1,0,1,6,0
2009,16,8,8.0,13.0,17.0,0.0,7.0,32.0,0.0,Brazil,1,1,2,6,1
2009,16,17,18.0,5.0,49.0,2.0,3.0,71.0,2.0,Brazil,1,1,3,6,1
2009,16,15,16.0,2.0,74.0,3.0,2.0,135.5,5.0,Brazil,0,2,4,6,2
2009,16,14,14.0,1.0,89.0,6.0,1.0,161.0,8.0,Brazil,0,2,5,6,2
2009,16,5,5.0,6.0,48.0,1.0,4.0,70.0,1.0,Brazil,0,2,6,6,2
2009,16,6,6.0,17.0,5.0,0.0,10.0,7.0,0.0,Brazil,0,2,7,6,2
2009,16,1,1.0,3.0,72.0,2.0,1.0,161.0,8.0,Brazil,0,2,8,6,2
2009,16,16,17.0,12.0,22.0,0.0,3.0,71.0,2.0,Brazil,0,2,9,6,2
2009,16,11,11.0,21.0,0.0,0.0,5.0,54.5,0.0,Brazil,0,2,10,6,2
2009,16,19,20.0,15.0,8.0,0.0,4.0,70.0,1.0,Brazil,0,3,11,6,3
2009,16,20,15.0,22.0,0.0,0.0,9.0,13.0,0.0,Brazil,0,3,12,6,3
2009,16,13,13.0,23.0,0.0,0.0,8.0,26.0,0.0,Brazil,0,3,13,6,3
2009,16,12,12.0,24.0,0.0,0.0,10.0,7.0,0.0,Brazil,0,3,14,6,3
2009,16,9,9.0,19.0,0.0,0.0,6.0,34.5,0.0,Brazil,0,3,15,6,3
2009,16,7,7.0,7.0,34.5,0.0,6.0,34.5,0.0,Brazil,0,3,16,6,3
2009,16,18,19.0,14.0,15.0,0.0,7.0,32.0,0.0,Brazil,0,3,17,6,3
2009,16,3,3.0,16.0,5.0,0.0,9.0,13.0,0.0,Brazil,0,3,18,6,3
2009,16,4,4.0,8.0,30.5,0.0,5.0,54.5,0.0,Brazil,0,3,19,6,3
2009,16,10,10.0,9.0,26.0,0.0,8.0,26.0,0.0,Brazil,0,3,20,6,3
1989,1,6,,1.0,9.0,1.0,1.0,9.0,1.0,Brazil,1,0,1,6,0
1989,1,5,,2.0,6.0,0.0,2.0,6.0,0.0,Brazil,1,1,2,6,1
1989,1,12,,3.0,4.0,0.0,3.0,4.0,0.0,Brazil,1,1,3,6,1
1989,1,10,,4.0,3.0,0.0,4.0,4.0,0.0,Brazil,0,2,4,6,2
1989,1,8,,5.0,2.0,0.0,5.0,2.0,0.0,Brazil,0,2,5,6,2
1989,1,11,,6.0,1.0,0.0,4.0,4.0,0.0,Brazil,0,2,6,6,2
1989,1,18,,7.0,0.0,0.0,6.0,0.0,0.0,Brazil,0,2,7,6,2
1989,1,21,,8.0,0.0,0.0,7.0,0.0,0.0,Brazil,0,2,8,6,2
1989,1,22,,9.0,0.0,0.0,8.0,0.0,0.0,Brazil,0,2,9,6,2
1989,1,20,,10.0,0.0,0.0,6.0,0.0,0.0,Brazil,0,2,10,6,2
1989,1,1,,11.0,0.0,0.0,2.0,6.0,0.0,Brazil,0,3,11,6,3
1989,1,26,,12.0,0.0,0.0,9.0,0.0,0.0,Brazil,0,3,12,6,3
1989,1,15,,13.0,0.0,0.0,10.0,0.0,0.0,Brazil,0,3,13,6,3
1989,1,17,,14.0,0.0,0.0,11.0,0.0,0.0,Brazil,0,3,14,6,3
1989,1,2,,15.0,0.0,0.0,12.0,0.0,0.0,Brazil,0,3,15,6,3
1989,1,24,,16.0,0.0,0.0,5.0,2.0,0.0,Brazil,0,3,16,6,3
1989,1,25,,17.0,0.0,0.0,13.0,0.0,0.0,Brazil,0,3,17,6,3
1989,1,13,,18.0,0.0,0.0,14.0,0.0,0.0,Brazil,0,3,18,6,3
1989,1,7,,19.0,0.0,0.0,3.0,4.0,0.0,Brazil,0,3,19,6,3
1989,1,9,,20.0,0.0,0.0,7.0,0.0,0.0,Brazil,0,3,20,6,3
1989,1,19,,,,,18.0,0.0,0.0,Brazil,0,3,20,6,3
1989,1,14,,21.0,0.0,0.0,14.0,0.0,0.0,Brazil,0,3,20,6,3
1989,1,4,,22.0,0.0,0.0,12.0,0.0,0.0,Brazil,0,3,20,6,3
1989,1,16,,23.0,0.0,0.0,15.0,0.0,0.0,Brazil,0,3,20,6,3
1989,1,3,,24.0,0.0,0.0,1.0,9.0,1.0,Brazil,0,3,20,6,3
1989,1,23,,25.0,0.0,0.0,15.0,0.0,0.0,Brazil,0,3,20,6,3
1989,1,0,,26.0,0.0,0.0,9.0,0.0,0.0,Brazil,0,3,20,6,3
1989,1,0,,27.0,0.0,0.0,8.0,0.0,0.0,Brazil,0,3,20,6,3
1989,1,0,,28.0,0.0,0.0,16.0,0.0,0.0,Brazil,0,3,20,6,3
1989,1,0,,29.0,0.0,0.0,17.0,0.0,0.0,Brazil,0,3,20,6,3
1989,1,0,,30.0,0.0,0.0,10.0,0.0,0.0,Brazil,0,3,20,6,3
1989,1,0,,31.0,0.0,0.0,18.0,0.0,0.0,Brazil,0,3,20,6,3
1989,1,0,,32.0,0.0,0.0,11.0,0.0,0.0,Brazil,0,3,20,6,3
1989,1,0,,33.0,0.0,0.0,17.0,0.0,0.0,Brazil,0,3,20,6,3
1989,1,0,,34.0,0.0,0.0,19.0,0.0,0.0,Brazil,0,3,20,6,3
1989,1,0,,35.0,0.0,0.0,13.0,0.0,0.0,Brazil,0,3,20,6,3
1989,1,0,,36.0,0.0,0.0,20.0,0.0,0.0,Brazil,0,3,20,6,3
1989,1,0,,37.0,0.0,0.0,20.0,0.0,0.0,Brazil,0,3,20,6,3
1989,2,1,,2.0,9.0,1.0,1.0,21.0,1.0,Italy,1,0,1,13,0
1989,2,2,,1.0,12.0,0.0,1.0,21.0,1.0,Italy,1,1,2,13,1
1989,2,7,,4.0,5.0,0.0,3.0,8.0,0.0,Italy,1,1,3,13,1
1989,2,6,,8.0,3.0,0.0,6.0,3.0,0.0,Italy,0,2,4,13,2
1989,2,12,,6.0,4.0,0.0,5.0,4.0,0.0,Italy,0,2,5,13,2
1989,2,25,,9.0,1.0,0.0,7.0,1.0,0.0,Italy,0,2,6,13,2
1989,2,9,,10.0,0.0,0.0,8.0,0.0,0.0,Italy,0,2,7,13,2
1989,2,18,,12.0,0.0,0.0,10.0,0.0,0.0,Italy,0,2,8,13,2
1989,2,21,,13.0,0.0,0.0,5.0,4.0,0.0,Italy,0,2,9,13,2
1989,2,16,,15.0,0.0,0.0,8.0,0.0,0.0,Italy,0,2,10,13,2
1989,2,23,,7.0,3.0,0.0,3.0,8.0,0.0,Italy,0,3,11,13,3
1989,2,14,,18.0,0.0,0.0,13.0,0.0,0.0,Italy,0,3,12,13,3
1989,2,22,,21.0,0.0,0.0,15.0,0.0,0.0,Italy,0,3,13,13,3
1989,2,24,,11.0,0.0,0.0,9.0,0.0,0.0,Italy,0,3,14,13,3
1989,2,15,,22.0,0.0,0.0,16.0,0.0,0.0,Italy,0,3,15,13,3
1989,2,19,,5.0,4.0,0.0,4.0,4.0,0.0,Italy,0,3,16,13,3
1989,2,8,,23.0,0.0,0.0,9.0,0.0,0.0,Italy,0,3,17,13,3
1989,2,3,,3.0,9.0,1.0,2.0,9.0,1.0,Italy,0,3,18,13,3
1989,2,4,,20.0,0.0,0.0,6.0,3.0,0.0,Italy,0,3,19,13,3
1989,2,17,,26.0,0.0,0.0,15.0,0.0,0.0,Italy,0,3,20,13,3
1989,2,11,,27.0,0.0,0.0,16.0,0.0,0.0,Italy,0,3,20,13,3
1989,2,10,,14.0,0.0,0.0,11.0,0.0,0.0,Italy,0,3,20,13,3
1989,2,5,,28.0,0.0,0.0,2.0,9.0,1.0,Italy,0,3,20,13,3
1989,2,13,,25.0,0.0,0.0,4.0,4.0,0.0,Italy,0,3,20,13,3
1989,2,20,,17.0,0.0,0.0,12.0,0.0,0.0,Italy,0,3,20,13,3
1989,2,26,,29.0,0.0,0.0,12.0,0.0,0.0,Italy,0,3,20,13,3
1989,2,0,,16.0,0.0,0.0,7.0,1.0,0.0,Italy,0,3,20,13,3
1989,2,0,,30.0,0.0,0.0,11.0,0.0,0.0,Italy,0,3,20,13,3
1989,2,0,,19.0,0.0,0.0,14.0,0.0,0.0,Italy,0,3,20,13,3
1989,2,0,,32.0,0.0,0.0,19.0,0.0,0.0,Italy,0,3,20,13,3
1989,2,0,,33.0,0.0,0.0,20.0,0.0,0.0,Italy,0,3,20,13,3
1989,2,0,,31.0,0.0,0.0,18.0,0.0,0.0,Italy,0,3,20,13,3
1989,2,0,,34.0,0.0,0.0,13.0,0.0,0.0,Italy,0,3,20,13,3
1989,2,0,,37.0,0.0,0.0,20.0,0.0,0.0,Italy,0,3,20,13,3
1989,2,0,,38.0,0.0,0.0,10.0,0.0,0.0,Italy,0,3,20,13,3
1989,2,0,,36.0,0.0,0.0,19.0,0.0,0.0,Italy,0,3,20,13,3
1989,2,0,,39.0,0.0,0.0,17.0,0.0,0.0,Italy,0,3,20,13,3
1989,2,0,,24.0,0.0,0.0,17.0,0.0,0.0,Italy,0,3,20,13,3
1989,2,0,,35.0,0.0,0.0,14.0,0.0,0.0,Italy,0,3,20,13,3
1989,3,1,,1.0,18.0,2.0,1.0,36.0,2.0,Monaco,1,0,1,18,0
1989,3,2,,2.0,18.0,0.0,1.0,36.0,2.0,Monaco,1,1,2,18,1
1989,3,8,,6.0,4.0,0.0,4.0,5.0,0.0,Monaco,1,1,3,18,1
1989,3,9,,8.0,3.0,0.0,7.0,3.0,0.0,Monaco,0,2,4,18,2
1989,3,12,,11.0,2.0,0.0,9.0,3.0,0.0,Monaco,0,2,5,18,2
1989,3,4,,13.0,1.0,0.0,4.0,5.0,0.0,Monaco,0,2,6,18,2
1989,3,20,,14.0,0.0,0.0,6.0,4.0,0.0,Monaco,0,2,7,18,2
1989,3,15,,4.0,5.0,0.0,3.0,8.0,0.0,Monaco,0,2,8,18,2
1989,3,23,,12.0,1.0,0.0,9.0,3.0,0.0,Monaco,0,2,9,18,2
1989,3,3,,9.0,3.0,0.0,8.0,3.0,0.0,Monaco,0,2,10,18,2
1989,3,22,,19.0,0.0,0.0,5.0,4.0,0.0,Monaco,0,3,11,18,3
1989,3,21,,21.0,0.0,0.0,12.0,0.0,0.0,Monaco,0,3,12,18,3
1989,3,10,,18.0,0.0,0.0,7.0,3.0,0.0,Monaco,0,3,13,18,3
1989,3,24,,10.0,3.0,0.0,3.0,8.0,0.0,Monaco,0,3,14,18,3
1989,3,7,,24.0,0.0,0.0,8.0,3.0,0.0,Monaco,0,3,15,18,3
1989,3,26,,25.0,0.0,0.0,16.0,0.0,0.0,Monaco,0,3,16,18,3
1989,3,13,,16.0,0.0,0.0,11.0,0.0,0.0,Monaco,0,3,17,18,3
1989,3,25,,28.0,0.0,0.0,18.0,0.0,0.0,Monaco,0,3,18,18,3
1989,3,17,,20.0,0.0,0.0,13.0,0.0,0.0,Monaco,0,3,19,18,3
1989,3,14,,5.0,4.0,0.0,5.0,4.0,0.0,Monaco,0,3,20,18,3
1989,3,19,,26.0,0.0,0.0,10.0,0.0,0.0,Monaco,0,3,20,18,3
1989,3,5,,3.0,9.0,1.0,2.0,9.0,1.0,Monaco,0,3,20,18,3
1989,3,18,,31.0,0.0,0.0,18.0,0.0,0.0,Monaco,0,3,20,18,3
1989,3,16,,17.0,0.0,0.0,12.0,0.0,0.0,Monaco,0,3,20,18,3
1989,3,11,,29.0,0.0,0.0,16.0,0.0,0.0,Monaco,0,3,20,18,3
1989,3,6,,7.0,4.0,0.0,6.0,4.0,0.0,Monaco,0,3,20,18,3
1989,3,0,,23.0,0.0,0.0,15.0,0.0,0.0,Monaco,0,3,20,18,3
1989,3,0,,32.0,0.0,0.0,13.0,0.0,0.0,Monaco,0,3,20,18,3
1989,3,0,,15.0,0.0,0.0,10.0,0.0,0.0,Monaco,0,3,20,18,3
1989,3,0,,34.0,0.0,0.0,14.0,0.0,0.0,Monaco,0,3,20,18,3
1989,3,0,,35.0,0.0,0.0,20.0,0.0,0.0,Monaco,0,3,20,18,3
1989,3,0,,22.0,0.0,0.0,14.0,0.0,0.0,Monaco,0,3,20,18,3
1989,3,0,,27.0,0.0,0.0,17.0,0.0,0.0,Monaco,0,3,20,18,3
1989,3,0,,36.0,0.0,0.0,20.0,0.0,0.0,Monaco,0,3,20,18,3
1989,3,0,,33.0,0.0,0.0,19.0,0.0,0.0,Monaco,0,3,20,18,3
1989,3,0,,37.0,0.0,0.0,15.0,0.0,0.0,Monaco,0,3,20,18,3
1989,3,0,,39.0,0.0,0.0,17.0,0.0,0.0,Monaco,0,3,20,18,3
1989,3,0,,38.0,0.0,0.0,11.0,0.0,0.0,Monaco,0,3,20,18,3
1989,4,1,,1.0,27.0,3.0,1.0,47.0,3.0,Mexico,1,0,1,17,0
1989,4,5,,5.0,6.0,0.0,4.0,9.0,0.0,Mexico,1,1,2,17,1
1989,4,7,,6.0,6.0,0.0,5.0,7.0,0.0,Mexico,1,1,3,17,1
1989,4,13,,4.0,8.0,0.0,2.0,11.0,0.0,Mexico,0,2,4,17,2
1989,4,2,,2.0,20.0,0.0,1.0,47.0,3.0,Mexico,0,2,5,17,2
1989,4,17,,14.0,1.0,0.0,10.0,1.0,0.0,Mexico,0,2,6,17,2
1989,4,24,,16.0,0.0,0.0,8.0,4.0,0.0,Mexico,0,2,7,17,2
1989,4,11,,17.0,0.0,0.0,11.0,0.0,0.0,Mexico,0,2,8,17,2
1989,4,20,,15.0,1.0,0.0,6.0,5.0,0.0,Mexico,0,2,9,17,2
1989,4,9,,7.0,4.0,0.0,6.0,5.0,0.0,Mexico,0,2,10,17,2
1989,4,26,,20.0,0.0,0.0,12.0,0.0,0.0,Mexico,0,3,11,17,3
1989,4,23,,22.0,0.0,0.0,13.0,0.0,0.0,Mexico,0,3,12,17,3
1989,4,19,,10.0,3.0,0.0,9.0,3.0,0.0,Mexico,0,3,13,17,3
1989,4,25,,23.0,0.0,0.0,11.0,0.0,0.0,Mexico,0,3,14,17,3
1989,4,18,,12.0,3.0,0.0,2.0,11.0,0.0,Mexico,0,3,15,17,3
1989,4,22,,27.0,0.0,0.0,16.0,0.0,0.0,Mexico,0,3,16,17,3
1989,4,3,,3.0,9.0,1.0,3.0,9.0,1.0,Mexico,0,3,17,17,3
1989,4,10,,9.0,4.0,0.0,8.0,4.0,0.0,Mexico,0,3,18,17,3
1989,4,15,,18.0,0.0,0.0,12.0,0.0,0.0,Mexico,0,3,19,17,3
1989,4,16,,24.0,0.0,0.0,14.0,0.0,0.0,Mexico,0,3,20,17,3
1989,4,12,,19.0,0.0,0.0,9.0,3.0,0.0,Mexico,0,3,20,17,3
1989,4,6,,30.0,0.0,0.0,3.0,9.0,1.0,Mexico,0,3,20,17,3
1989,4,21,,31.0,0.0,0.0,19.0,0.0,0.0,Mexico,0,3,20,17,3
1989,4,8,,11.0,3.0,0.0,4.0,9.0,0.0,Mexico,0,3,20,17,3
1989,4,14,,13.0,1.0,0.0,5.0,7.0,0.0,Mexico,0,3,20,17,3
1989,4,4,,21.0,0.0,0.0,7.0,4.0,0.0,Mexico,0,3,20,17,3
1989,4,0,,26.0,0.0,0.0,16.0,0.0,0.0,Mexico,0,3,20,17,3
1989,4,0,,8.0,4.0,0.0,7.0,4.0,0.0,Mexico,0,3,20,17,3
1989,4,0,,33.0,0.0,0.0,14.0,0.0,0.0,Mexico,0,3,20,17,3
1989,4,0,,29.0,0.0,0.0,18.0,0.0,0.0,Mexico,0,3,20,17,3
1989,4,0,,36.0,0.0,0.0,19.0,0.0,0.0,Mexico,0,3,20,17,3
1989,4,0,,34.0,0.0,0.0,20.0,0.0,0.0,Mexico,0,3,20,17,3
1989,4,0,,25.0,0.0,0.0,15.0,0.0,0.0,Mexico,0,3,20,17,3
1989,4,0,,37.0,0.0,0.0,13.0,0.0,0.0,Mexico,0,3,20,17,3
1989,4,0,,28.0,0.0,0.0,17.0,0.0,0.0,Mexico,0,3,20,17,3
1989,4,0,,39.0,0.0,0.0,17.0,0.0,0.0,Mexico,0,3,20,17,3
1989,4,0,,35.0,0.0,0.0,15.0,0.0,0.0,Mexico,0,3,20,17,3
1989,4,0,,38.0,0.0,0.0,10.0,1.0,0.0,Mexico,0,3,20,17,3
1989,4,0,,32.0,0.0,0.0,18.0,0.0,0.0,Mexico,0,3,20,17,3
1989,5,2,,1.0,29.0,1.0,1.0,56.0,4.0,USA,1,0,1,33,0
1989,5,14,,3.0,12.0,0.0,2.0,16.0,0.0,USA,1,1,2,33,1
1989,5,17,,8.0,4.0,0.0,5.0,8.0,0.0,USA,1,1,3,33,1
1989,5,26,,14.0,3.0,0.0,10.0,3.0,0.0,USA,0,2,4,33,2
1989,5,25,,7.0,5.0,0.0,3.0,13.0,0.0,USA,0,2,5,33,2
1989,5,16,,11.0,4.0,0.0,2.0,16.0,0.0,USA,0,2,6,33,2
1989,5,24,,15.0,1.0,0.0,11.0,1.0,0.0,USA,0,2,7,33,2
1989,5,13,,19.0,0.0,0.0,9.0,3.0,0.0,USA,0,2,8,33,2
1989,5,21,,16.0,1.0,0.0,6.0,7.0,0.0,USA,0,2,9,33,2
1989,5,8,,26.0,0.0,0.0,4.0,9.0,1.0,USA,0,2,10,33,2
1989,5,6,,13.0,3.0,0.0,9.0,3.0,0.0,USA,0,3,11,33,3
1989,5,22,,21.0,0.0,0.0,13.0,0.0,0.0,USA,0,3,12,33,3
1989,5,19,,27.0,0.0,0.0,16.0,0.0,0.0,USA,0,3,13,33,3
1989,5,20,,28.0,0.0,0.0,17.0,0.0,0.0,USA,0,3,14,33,3
1989,5,1,,2.0,27.0,3.0,1.0,56.0,4.0,USA,0,3,15,33,3
1989,5,5,,17.0,1.0,0.0,7.0,5.0,0.0,USA,0,3,16,33,3
1989,5,7,,9.0,4.0,0.0,7.0,5.0,0.0,USA,0,3,17,33,3
